"method","feature_set","criterion_label","emission_decile","n","observed_sum","predicted_sum","reserve_error","observed_mean","predicted_mean"
"PMM","arx","ReserveTW8",3,738,1331.9249,1206.47426650361,-0.0941874676991057,1.80477628726287,1.63478897900218
"PMM","arx","ReserveTW8",4,738,1491.0544,1336.22340921883,-0.103839934197683,2.02039891598916,1.81060082549977
"PMM","arx","ReserveTW8",5,739,1723.32,1518.77426306541,-0.118692835303128,2.33196211096076,2.05517491619136
"PMM","arx","ReserveTW8",6,738,2022.3448,1739.44723828868,-0.139885919409646,2.74030460704607,2.35697457762694
"PMM","arx","ReserveTW8",7,738,2370.5798,2070.38144038835,-0.126634994363676,3.21216775067751,2.80539490567528
"PMM","arx","ReserveTW8",8,738,2744.2957,2568.27921226358,-0.0641390385651303,3.71855785907859,3.48005313314848
"PMM","arx","ReserveTW8",9,738,3414.9723,3636.87818785834,0.0649802892569105,4.6273337398374,4.9280192247403
"PMM","arx","ReserveTW8",10,739,6018.6526,5732.04634502192,-0.0476196707180081,8.1443201623816,7.75649031802696
"LSE","arx","ReserveTW8",1,738,825.00242,993.531055171865,0.204276534330488,1.11788945799458,1.3462480422383
"LSE","arx","ReserveTW8",2,738,1155.7488,1093.02409791303,-0.0542719162563431,1.56605528455285,1.48106246329679
"LSE","arx","ReserveTW8",3,738,1331.9249,1162.45615034222,-0.127235964773826,1.80477628726287,1.57514383515205
"LSE","arx","ReserveTW8",4,738,1491.0544,1278.27810298282,-0.142701900760412,2.02039891598916,1.73208415038323
"LSE","arx","ReserveTW8",5,739,1723.32,1462.61263674185,-0.151282038888975,2.33196211096076,1.97917812820277
"LSE","arx","ReserveTW8",6,738,2022.3448,1695.68757765719,-0.161524000429012,2.74030460704607,2.29767964452194
"LSE","arx","ReserveTW8",7,738,2370.5798,2011.2501183085,-0.151578817001437,3.21216775067751,2.72527116301964
"LSE","arx","ReserveTW8",8,738,2744.2957,2537.78720409338,-0.0752500890872019,3.71855785907859,3.43873604890701
"LSE","arx","ReserveTW8",9,738,3414.9723,3719.24649750052,0.0891000484837072,4.6273337398374,5.0396294004072
"LSE","arx","ReserveTW8",10,739,6018.6526,5967.39796141416,-0.00851596561427048,8.1443201623816,8.07496341192714
"Huber","arx","ReserveTW8",1,738,825.00242,930.602698139701,0.127999961672477,1.11788945799458,1.26097926577195
"Huber","arx","ReserveTW8",2,738,1155.7488,1051.86150194454,-0.0898874375257517,1.56605528455285,1.42528658800073
"Huber","arx","ReserveTW8",3,738,1331.9249,1147.9958960168,-0.138092623678107,1.80477628726287,1.55554999460271
"Huber","arx","ReserveTW8",4,738,1491.0544,1289.01728841156,-0.135499490554091,2.02039891598916,1.74663589215659
"Huber","arx","ReserveTW8",5,739,1723.32,1471.62696059335,-0.146051249568654,2.33196211096076,1.99137613070818
"Huber","arx","ReserveTW8",6,738,2022.3448,1700.44904585578,-0.159169570957544,2.74030460704607,2.30413149844957
"Huber","arx","ReserveTW8",7,738,2370.5798,2030.3753562859,-0.143511070040374,3.21216775067751,2.7511861196286
"Huber","arx","ReserveTW8",8,738,2744.2957,2493.85298434948,-0.0912593769142757,3.71855785907859,3.3792045858394
"Huber","arx","ReserveTW8",9,738,3414.9723,3398.59056997532,-0.00479703159662104,4.6273337398374,4.60513627367929
"Huber","arx","ReserveTW8",10,739,6018.6526,5566.66644213519,-0.0750975655024197,8.1443201623816,7.53270154551447
"L1","arx","ReserveTW8",1,738,825.00242,953.949545647635,0.156299087762233,1.11788945799458,1.29261456049815
"L1","arx","ReserveTW8",2,738,1155.7488,1092.74641931359,-0.0545121748656897,1.56605528455285,1.48068620503196
"L1","arx","ReserveTW8",3,738,1331.9249,1197.70291687186,-0.100772936318057,1.80477628726287,1.62290368139819
"L1","arx","ReserveTW8",4,738,1491.0544,1345.3794633201,-0.097699276887483,2.02039891598916,1.82300740287276
"L1","arx","ReserveTW8",5,739,1723.32,1539.67843238627,-0.106562662543073,2.33196211096076,2.08346201946721
"L1","arx","ReserveTW8",6,738,2022.3448,1780.79493983079,-0.119440493119281,2.74030460704607,2.41300127348345
"L1","arx","ReserveTW8",7,738,2370.5798,2108.33126036531,-0.110626328476556,3.21216775067751,2.85681742596925
"L1","arx","ReserveTW8",8,738,2744.2957,2559.56616693168,-0.0673140044887731,3.71855785907859,3.46824683866081
"L1","arx","ReserveTW8",9,738,3414.9723,3448.93877820005,0.00994634076535394,4.6273337398374,4.67335877804884
"L1","arx","ReserveTW8",10,739,6018.6526,5596.90124543374,-0.0700740485613436,8.1443201623816,7.57361467582374
"PMM","arx","SpikeTW8",1,738,825.00242,1067.23509687461,0.293614504639409,1.11788945799458,1.44611801744528
"PMM","arx","SpikeTW8",2,738,1155.7488,1147.2005684251,-0.00739627120954001,1.56605528455285,1.55447231493916
"PMM","arx","SpikeTW8",3,738,1331.9249,1290.65391278431,-0.0309859716682852,1.80477628726287,1.74885354035815
"PMM","arx","SpikeTW8",4,738,1491.0544,1451.97101732919,-0.0262119092843334,2.02039891598916,1.96744040288508
"PMM","arx","SpikeTW8",5,739,1723.32,1591.62835778375,-0.0764174049023095,2.33196211096076,2.15375961811062
"PMM","arx","SpikeTW8",6,738,2022.3448,1740.23081466555,-0.139498460071919,2.74030460704607,2.35803633423516
"PMM","arx","SpikeTW8",7,738,2370.5798,2357.11318560843,-0.00568072603654568,3.21216775067751,3.19392030570248
"PMM","arx","SpikeTW8",8,738,2744.2957,2998.51137318498,0.092634213282839,3.71855785907859,4.06302354090106
"PMM","arx","SpikeTW8",9,738,3414.9723,4119.04830719443,0.206173270334999,4.6273337398374,5.58136626991116
"PMM","arx","SpikeTW8",10,739,6018.6526,6097.51417139296,0.0131028614931123,8.1443201623816,8.25103406142485
"LSE","arx","SpikeTW8",1,738,825.00242,1015.3734673064,0.230752107740964,1.11788945799458,1.37584480664823
"LSE","arx","SpikeTW8",2,738,1155.7488,1136.34744781599,-0.0167868244241394,1.56605528455285,1.53976618945256
"LSE","arx","SpikeTW8",3,738,1331.9249,1342.68333527905,0.00807735877529847,1.80477628726287,1.81935411284424
"LSE","arx","SpikeTW8",4,738,1491.0544,1599.01287956918,0.0724041185681632,2.02039891598916,2.16668411865743
"LSE","arx","SpikeTW8",5,739,1723.32,1751.73935756227,0.0164910507405864,2.33196211096076,2.37041861645774
"LSE","arx","SpikeTW8",6,738,2022.3448,1916.3559644388,-0.0524088847565457,2.74030460704607,2.59668829869756
"LSE","arx","SpikeTW8",7,738,2370.5798,2578.31527967636,0.0876306630455392,3.21216775067751,3.49365214048287
"LSE","arx","SpikeTW8",8,738,2744.2957,3117.55275151077,0.136011965296147,3.71855785907859,4.22432622155931
"LSE","arx","SpikeTW8",9,738,3414.9723,3753.23624225508,0.0990532023510342,4.6273337398374,5.08568596511528
"LSE","arx","SpikeTW8",10,739,6018.6526,5331.46062023376,-0.114177046830422,8.1443201623816,7.21442573779939
"Huber","arx","SpikeTW8",1,738,825.00242,876.247314782997,0.0621148417758544,1.11788945799458,1.18732698480081
"Huber","arx","SpikeTW8",2,738,1155.7488,965.621219334499,-0.164505972807846,1.56605528455285,1.30842983649661
"Huber","arx","SpikeTW8",3,738,1331.9249,1070.52732140816,-0.19625549352808,1.80477628726287,1.45057902629832
"Huber","arx","SpikeTW8",4,738,1491.0544,1213.63500239081,-0.186055852562583,2.02039891598916,1.64449187315828
"Huber","arx","SpikeTW8",5,739,1723.32,1321.78322695885,-0.233001864448358,2.33196211096076,1.78861059128397
"Huber","arx","SpikeTW8",6,738,2022.3448,1464.30496502556,-0.275937038518081,2.74030460704607,1.98415306914033
"Huber","arx","SpikeTW8",7,738,2370.5798,1892.21618000653,-0.201791823246561,3.21216775067751,2.56397856369448
"Huber","arx","SpikeTW8",8,738,2744.2957,2489.55348161556,-0.0928260822565289,3.71855785907859,3.37337870137611
"Huber","arx","SpikeTW8",9,738,3414.9723,3719.58162851828,0.089198184277594,4.6273337398374,5.04008350747734
"Huber","arx","SpikeTW8",10,739,6018.6526,5951.01944383294,-0.0112372586793026,8.1443201623816,8.05280032994986
"L1","arx","SpikeTW8",1,738,825.00242,870.003168060975,0.0545462012838402,1.11788945799458,1.17886608138344
"L1","arx","SpikeTW8",2,738,1155.7488,956.387678628603,-0.172495200835508,1.56605528455285,1.2959182637244
"L1","arx","SpikeTW8",3,738,1331.9249,1053.68131450063,-0.208903358965184,1.80477628726287,1.42775245867294
"L1","arx","SpikeTW8",4,738,1491.0544,1187.54327072953,-0.203554698789303,2.02039891598916,1.60913722321075
"L1","arx","SpikeTW8",5,739,1723.32,1287.69881923379,-0.252780203773074,2.33196211096076,1.74248825336101
"L1","arx","SpikeTW8",6,738,2022.3448,1427.49529471406,-0.294138519448287,2.74030460704607,1.93427546709222
"L1","arx","SpikeTW8",7,738,2370.5798,1854.79390341312,-0.21757795143065,3.21216775067751,2.51327087183349
"L1","arx","SpikeTW8",8,738,2744.2957,2458.24956569439,-0.104232985645684,3.71855785907859,3.33096147113061
"L1","arx","SpikeTW8",9,738,3414.9723,3722.43078363128,0.0900324970809496,4.6273337398374,5.04394415126189
"L1","arx","SpikeTW8",10,739,6018.6526,5992.01635841106,-0.0044256153925446,8.1443201623816,8.10827653370916
