"target","feature_set","n_features","n_train","n_val","dispatch","gamma3","gamma4","g2","g3","val_nrmse","val_mae","val_bias","val_under_rate","val_reserve_error"
"y2","static",5,6048,2016,"PMM2",3.47499075971543,36.6312301864157,0.687414542021136,0.744532300888312,0.990869248123005,0.03690025813241,0.00305514299118761,0.415178571428571,0.0183236867328047
"y2","dynamic",14,6047,2016,"PMM2",6.14069294489773,146.071723251622,0.745338887024105,0.64519661419923,0.196520843054848,0.00595104461526932,-5.9225211790243e-05,0.485119047619048,-0.000355086840914565
