"candidate","method","nrmse_mean","nrmse_sd","mae_mean","bias_mean","win_rate","pmm2_share","pmm3_share","layers_mean"
"sru_y1_static","PMM",0.953,0.031,0.025,0,0.4,1,0,3
"sru_y1_static","LSE",0.962,0.035,0.027,0,0.1,0,0,3
"sru_y1_static","ridge-LSE",0.966,0.026,0.026,0,0.4,0,0,3
"sru_y1_static","Huber",0.987,0.004,0.024,-0.007,0.1,0,0,3
"sru_y1_static","L1",0.989,0.003,0.024,-0.007,0,0,0,3
