"method","criterion_label","interval_type","emission_decile","n","observed_mean","predicted_mean","coverage","upper_miss_rate","mean_width"
"L1","ReserveTW4","abs_residual_95",2,738,1.56605528455285,1.4855146943947,0.990514905149051,0,3.11944801841366
"L1","ReserveTW4","abs_residual_95",3,738,1.80477628726287,1.62777702545402,0.995934959349594,0,3.11944801841366
"L1","ReserveTW4","abs_residual_95",4,738,2.02039891598916,1.82572809120831,0.991869918699187,0,3.11944801841366
"L1","ReserveTW4","abs_residual_95",5,739,2.33196211096076,2.08405436019696,0.9851150202977,0.0027063599458728,3.11944801841366
"L1","ReserveTW4","abs_residual_95",6,738,2.74030460704607,2.40945234326558,0.967479674796748,0.010840108401084,3.11944801841366
"L1","ReserveTW4","abs_residual_95",7,738,3.21216775067751,2.85346486697764,0.9579945799458,0.018970189701897,3.11944801841366
"L1","ReserveTW4","abs_residual_95",8,738,3.71855785907859,3.45751311761496,0.93360433604336,0.0365853658536585,3.11944801841366
"L1","ReserveTW4","abs_residual_95",9,738,4.6273337398374,4.65029460110969,0.873983739837398,0.0853658536585366,3.11944801841366
"L1","ReserveTW4","abs_residual_95",10,739,8.1443201623816,7.44444344377034,0.756427604871448,0.200270635994587,3.11944801841366
"L1","ReserveTW4","upper_95",1,738,1.11788945799458,1.2992978203208,0.993224932249323,0.00677506775067751,NA
"L1","ReserveTW4","upper_95",2,738,1.56605528455285,1.4855146943947,0.98509485094851,0.0149051490514905,NA
"L1","ReserveTW4","upper_95",3,738,1.80477628726287,1.62777702545402,0.959349593495935,0.040650406504065,NA
"L1","ReserveTW4","upper_95",4,738,2.02039891598916,1.82572809120831,0.940379403794038,0.0596205962059621,NA
"L1","ReserveTW4","upper_95",5,739,2.33196211096076,2.08405436019696,0.818673883626522,0.181326116373478,NA
"L1","ReserveTW4","upper_95",6,738,2.74030460704607,2.40945234326558,0.644986449864499,0.355013550135501,NA
"L1","ReserveTW4","upper_95",7,738,3.21216775067751,2.85346486697764,0.703252032520325,0.296747967479675,NA
"L1","ReserveTW4","upper_95",8,738,3.71855785907859,3.45751311761496,0.669376693766938,0.330623306233062,NA
"L1","ReserveTW4","upper_95",9,738,4.6273337398374,4.65029460110969,0.719512195121951,0.280487804878049,NA
"L1","ReserveTW4","upper_95",10,739,8.1443201623816,7.44444344377034,0.644113667117727,0.355886332882273,NA
