"method","feature_set","criterion_label","emission_decile","n","observed_sum","predicted_sum","reserve_error","observed_mean","predicted_mean"
"PMM","target_lags","ReserveTW4",5,739,1723.32,1506.74919435142,-0.125670685449351,2.33196211096076,2.0389028340344
"PMM","target_lags","ReserveTW4",6,738,2022.3448,1740.14409191634,-0.139541342348576,2.74030460704607,2.35791882373488
"PMM","target_lags","ReserveTW4",7,738,2370.5798,2054.8655354685,-0.133180188463385,3.21216775067751,2.78437064426627
"PMM","target_lags","ReserveTW4",8,738,2744.2957,2542.33306488392,-0.0735936127859974,3.71855785907859,3.44489575187523
"PMM","target_lags","ReserveTW4",9,738,3414.9723,3580.05161309484,0.0483398688460344,4.6273337398374,4.85101844592797
"PMM","target_lags","ReserveTW4",10,739,6018.6526,5602.07462134757,-0.0692144914050085,8.1443201623816,7.5806151845028
"LSE","target_lags","ReserveTW4",1,738,825.00242,995.206496237006,0.206307366028097,1.11788945799458,1.34851828758402
"LSE","target_lags","ReserveTW4",2,738,1155.7488,1094.07835607305,-0.0533597300096245,1.56605528455285,1.48249099738896
"LSE","target_lags","ReserveTW4",3,738,1331.9249,1165.49516352358,-0.124954294702669,1.80477628726287,1.57926173919184
"LSE","target_lags","ReserveTW4",4,738,1491.0544,1281.59848297933,-0.140475033654485,2.02039891598916,1.73658331027009
"LSE","target_lags","ReserveTW4",5,739,1723.32,1462.04086294443,-0.151613825090855,2.33196211096076,1.97840441535105
"LSE","target_lags","ReserveTW4",6,738,2022.3448,1685.09311997239,-0.166762700419638,2.74030460704607,2.28332401080269
"LSE","target_lags","ReserveTW4",7,738,2370.5798,2005.79810763253,-0.153878680805207,3.21216775067751,2.71788361467822
"LSE","target_lags","ReserveTW4",8,738,2744.2957,2535.97371711349,-0.0759109096321181,3.71855785907859,3.43627874947627
"LSE","target_lags","ReserveTW4",9,738,3414.9723,3753.04356352484,0.0989967805960954,4.6273337398374,5.08542488282499
"LSE","target_lags","ReserveTW4",10,739,6018.6526,6049.1442166877,0.00506618652282698,8.1443201623816,8.18558080742585
"Huber","target_lags","ReserveTW4",1,738,825.00242,933.691990133514,0.131744547044497,1.11788945799458,1.26516529828389
"Huber","target_lags","ReserveTW4",2,738,1155.7488,1052.5267321918,-0.0893118537594022,1.56605528455285,1.42618798399972
"Huber","target_lags","ReserveTW4",3,738,1331.9249,1148.50685272318,-0.137709000918004,1.80477628726287,1.5562423478634
"Huber","target_lags","ReserveTW4",4,738,1491.0544,1286.87012569421,-0.136939520319173,2.02039891598916,1.74372645758022
"Huber","target_lags","ReserveTW4",5,739,1723.32,1471.58806701408,-0.146073818551352,2.33196211096076,1.99132350069565
"Huber","target_lags","ReserveTW4",6,738,2022.3448,1699.55431069844,-0.159611995591238,2.74030460704607,2.30291912018758
"Huber","target_lags","ReserveTW4",7,738,2370.5798,2026.8836446724,-0.144984005738849,3.21216775067751,2.74645480307913
"Huber","target_lags","ReserveTW4",8,738,2744.2957,2491.29028113573,-0.0921932060252382,3.71855785907859,3.37573208825979
"Huber","target_lags","ReserveTW4",9,738,3414.9723,3397.50221009064,-0.00511573400152132,4.6273337398374,4.60366153128813
"Huber","target_lags","ReserveTW4",10,739,6018.6526,5527.66008674037,-0.081578477092968,8.1443201623816,7.47991892657694
"L1","target_lags","ReserveTW4",1,738,825.00242,958.881791396749,0.162277549921308,1.11788945799458,1.2992978203208
"L1","target_lags","ReserveTW4",2,738,1155.7488,1096.30984446328,-0.0514289571719355,1.56605528455285,1.4855146943947
"L1","target_lags","ReserveTW4",3,738,1331.9249,1201.29944478507,-0.0980726880433956,1.80477628726287,1.62777702545402
"L1","target_lags","ReserveTW4",4,738,1491.0544,1347.38733131173,-0.0963526674065447,2.02039891598916,1.82572809120831
"L1","target_lags","ReserveTW4",5,739,1723.32,1540.11617218556,-0.106308652957339,2.33196211096076,2.08405436019696
"L1","target_lags","ReserveTW4",6,738,2022.3448,1778.17582933,-0.1207355791505,2.74030460704607,2.40945234326558
"L1","target_lags","ReserveTW4",7,738,2370.5798,2105.8570718295,-0.111670034550409,3.21216775067751,2.85346486697764
"L1","target_lags","ReserveTW4",8,738,2744.2957,2551.64468079984,-0.0702005323989551,3.71855785907859,3.45751311761496
"L1","target_lags","ReserveTW4",9,738,3414.9723,3431.91741561895,0.00496200675447511,4.6273337398374,4.65029460110969
"L1","target_lags","ReserveTW4",10,739,6018.6526,5501.44370494628,-0.0859343327198723,8.1443201623816,7.44444344377034
"PMM","input_lags","MSE",1,738,825.00242,682.20529524408,-0.173086916224948,1.11788945799458,0.924397419029921
"PMM","input_lags","MSE",2,738,1155.7488,744.339758626688,-0.355967526311351,1.56605528455285,1.00859045884375
"PMM","input_lags","MSE",3,738,1331.9249,839.380420848497,-0.369798987278863,1.80477628726287,1.13737184396815
"PMM","input_lags","MSE",4,739,1493.2063,943.364429305848,-0.368229005392055,2.02057686062246,1.27654185291725
"PMM","input_lags","MSE",5,738,1721.1681,977.396973863684,-0.432131600705542,2.33220609756098,1.32438614344672
"PMM","input_lags","MSE",6,738,2022.3448,1013.1491804014,-0.49902253047977,2.74030460704607,1.37283086775257
"PMM","input_lags","MSE",7,739,2374.0487,1340.72922516886,-0.435256224874889,3.2125151556157,1.81424793662904
"PMM","input_lags","MSE",8,738,2744.8692,1792.13591786145,-0.347096059126806,3.71933495934959,2.42836845238679
"PMM","input_lags","MSE",9,738,3416.2939,2697.00211167098,-0.210547397086949,4.62912452574526,3.65447440605824
"PMM","input_lags","MSE",10,739,6019.757,4282.50343799007,-0.28859197505978,8.14581461434371,5.79499788631944
"LSE","input_lags","MSE",1,738,825.00242,654.269295004508,-0.206948635369448,1.11788945799458,0.88654376016871
"LSE","input_lags","MSE",2,738,1155.7488,717.319246413531,-0.379346752154507,1.56605528455285,0.97197729866332
"LSE","input_lags","MSE",3,738,1331.9249,791.67219089719,-0.405617996257002,1.80477628726287,1.07272654593115
"LSE","input_lags","MSE",4,739,1493.2063,900.362171975583,-0.397027609664127,2.02057686062246,1.21835205950688
"LSE","input_lags","MSE",5,738,1721.1681,950.467036639776,-0.447777915103251,2.33220609756098,1.28789571360403
"LSE","input_lags","MSE",6,738,2022.3448,1143.42555139688,-0.434604053968998,2.74030460704607,1.54935711571393
"LSE","input_lags","MSE",7,739,2374.0487,1340.06590933825,-0.435535627664987,3.2125151556157,1.81335035093133
"LSE","input_lags","MSE",8,738,2744.8692,1807.88413098353,-0.341358731780906,3.71933495934959,2.44970749455763
"LSE","input_lags","MSE",9,738,3416.2939,2856.04105444853,-0.163994334782341,4.62912452574526,3.86997432852104
"LSE","input_lags","MSE",10,739,6019.757,4693.80533996452,-0.220266641998253,8.14581461434371,6.35156338290192
"Huber","input_lags","MSE",1,738,825.00242,839.91464766495,0.018075374451568,1.11788945799458,1.13809572854329
"Huber","input_lags","MSE",2,738,1155.7488,903.629729126343,-0.218143484876348,1.56605528455285,1.22443052727147
"Huber","input_lags","MSE",3,738,1331.9249,974.861317360936,-0.26808086750166,1.80477628726287,1.32095029452701
"Huber","input_lags","MSE",4,739,1493.2063,1068.74873022738,-0.284259160822332,2.02057686062246,1.4462093778449
"Huber","input_lags","MSE",5,738,1721.1681,1125.14060036711,-0.346292439206193,2.33220609756098,1.52458075930503
"Huber","input_lags","MSE",6,738,2022.3448,1210.96143954436,-0.401209210445042,2.74030460704607,1.64086915927421
"Huber","input_lags","MSE",7,739,2374.0487,1507.44711201483,-0.365031091394699,3.2125151556157,2.03984724223928
"Huber","input_lags","MSE",8,738,2744.8692,1962.31962940149,-0.285095395656197,3.71933495934959,2.6589696875359
"Huber","input_lags","MSE",9,738,3416.2939,2924.83464756403,-0.143857427616508,4.62912452574526,3.96319057935505
"Huber","input_lags","MSE",10,739,6019.757,4685.12903768844,-0.221707946402415,8.14581461434371,6.33982278442279
"L1","input_lags","MSE",1,738,825.00242,848.602800888577,0.0286064383769653,1.11788945799458,1.14986829388696
"L1","input_lags","MSE",2,738,1155.7488,909.335116905203,-0.213206955607306,1.56605528455285,1.2321614050206
"L1","input_lags","MSE",3,738,1331.9249,971.961838871773,-0.270257775891287,1.80477628726287,1.31702146188587
"L1","input_lags","MSE",4,739,1493.2063,1051.61939966429,-0.295730670528047,2.02057686062246,1.42303031077712
"L1","input_lags","MSE",5,738,1721.1681,1084.21079782983,-0.370072686200827,2.33220609756098,1.46912032226264
"L1","input_lags","MSE",6,738,2022.3448,1149.90897244438,-0.431398160964253,2.74030460704607,1.55814223908452
"L1","input_lags","MSE",7,739,2374.0487,1419.82931670274,-0.401937577479881,3.2125151556157,1.92128459635012
"L1","input_lags","MSE",8,738,2744.8692,1839.94338281782,-0.329679030673731,3.71933495934959,2.4931482152003
"L1","input_lags","MSE",9,738,3416.2939,2765.44011966855,-0.190514574970101,4.62912452574526,3.74720883423923
"L1","input_lags","MSE",10,739,6019.757,4499.80540006241,-0.252493846502042,8.14581461434371,6.08904654947551
"PMM","input_lags","ReserveTW4",1,738,825.00242,950.102874957974,0.151636470300262,1.11788945799458,1.28740226959075
"PMM","input_lags","ReserveTW4",2,738,1155.7488,1007.84873339594,-0.127969041892204,1.56605528455285,1.3656486902384
"PMM","input_lags","ReserveTW4",3,738,1331.9249,1104.93169778258,-0.170424925772781,1.80477628726287,1.49719742246962
"PMM","input_lags","ReserveTW4",4,739,1493.2063,1232.26828583382,-0.174750142807578,2.02057686062246,1.667480765675
"PMM","input_lags","ReserveTW4",5,738,1721.1681,1345.61648959266,-0.218195776698009,2.33220609756098,1.82332857668383
"PMM","input_lags","ReserveTW4",6,738,2022.3448,1470.94975646448,-0.272651351804857,2.74030460704607,1.99315685157788
"PMM","input_lags","ReserveTW4",7,739,2374.0487,1825.56060645023,-0.231034895598294,3.2125151556157,2.47031205203009
"PMM","input_lags","ReserveTW4",8,738,2744.8692,2311.66346250972,-0.157823818158725,3.71933495934959,3.13233531505382
"PMM","input_lags","ReserveTW4",9,738,3416.2939,3282.79108243472,-0.0390782589183225,4.62912452574526,4.44822639896303
"PMM","input_lags","ReserveTW4",10,739,6019.757,5078.48154395624,-0.156364360894262,8.14581461434371,6.87209951820873
"LSE","input_lags","ReserveTW4",1,738,825.00242,615.316754369036,-0.254163697642201,1.11788945799458,0.833762539795441
"LSE","input_lags","ReserveTW4",2,738,1155.7488,700.296111633081,-0.394075847941109,1.56605528455285,0.948910720370028
"LSE","input_lags","ReserveTW4",3,738,1331.9249,825.483410361053,-0.380232766606395,1.80477628726287,1.11854120645129
"LSE","input_lags","ReserveTW4",4,739,1493.2063,952.189398508552,-0.362318925048365,2.02057686062246,1.28848362450413
"LSE","input_lags","ReserveTW4",5,738,1721.1681,991.275831023545,-0.42406797393959,2.33220609756098,1.34319218295873
"LSE","input_lags","ReserveTW4",6,738,2022.3448,1066.76845840213,-0.472509110018166,2.74030460704607,1.44548571599205
"LSE","input_lags","ReserveTW4",7,739,2374.0487,1528.11121481754,-0.3563269301015,3.2125151556157,2.06780949231061
"LSE","input_lags","ReserveTW4",8,738,2744.8692,2038.51673306929,-0.257335565181289,3.71933495934959,2.76221779548684
"LSE","input_lags","ReserveTW4",9,738,3416.2939,2954.49945460351,-0.135174097695896,4.62912452574526,4.0033867948557
"LSE","input_lags","ReserveTW4",10,739,6019.757,4834.91922759723,-0.196824850638119,8.14581461434371,6.54251586954971
"Huber","input_lags","ReserveTW4",1,738,825.00242,827.228456508821,0.00269821815652538,1.11788945799458,1.12090576762713
"Huber","input_lags","ReserveTW4",2,738,1155.7488,883.767426524422,-0.235329142003502,1.56605528455285,1.19751683810897
"Huber","input_lags","ReserveTW4",3,738,1331.9249,930.124232406083,-0.301669161372323,1.80477628726287,1.26033093821962
"Huber","input_lags","ReserveTW4",4,739,1493.2063,1001.39660108566,-0.329364870021201,2.02057686062246,1.3550698255557
"Huber","input_lags","ReserveTW4",5,738,1721.1681,1040.29341604299,-0.395588719054815,2.33220609756098,1.409611674855
"Huber","input_lags","ReserveTW4",6,738,2022.3448,1122.13965790941,-0.44512940725567,2.74030460704607,1.52051444161167
"Huber","input_lags","ReserveTW4",7,739,2374.0487,1398.19631665909,-0.411049858977582,3.2125151556157,1.89201125393652
"Huber","input_lags","ReserveTW4",8,738,2744.8692,1873.54603948159,-0.31743704236195,3.71933495934959,2.53868027030026
"Huber","input_lags","ReserveTW4",9,738,3416.2939,2970.94461896339,-0.130360353667643,4.62912452574526,4.02567021539755
"Huber","input_lags","ReserveTW4",10,739,6019.757,5219.50569263282,-0.132937476939215,8.14581461434371,7.06293057189826
"L1","input_lags","ReserveTW4",1,738,825.00242,851.894027891382,0.0325957927388656,1.11788945799458,1.15432795107233
"L1","input_lags","ReserveTW4",2,738,1155.7488,910.005039969875,-0.21262731142799,1.56605528455285,1.23306915985078
"L1","input_lags","ReserveTW4",3,738,1331.9249,956.658444003082,-0.281747458882191,1.80477628726287,1.29628515447572
"L1","input_lags","ReserveTW4",4,739,1493.2063,1029.29318219376,-0.310682534493888,2.02057686062246,1.39281892042457
"L1","input_lags","ReserveTW4",5,738,1721.1681,1072.55122880421,-0.376846904840838,2.33220609756098,1.45332144824419
"L1","input_lags","ReserveTW4",6,738,2022.3448,1161.52736239915,-0.425653151530267,2.74030460704607,1.573885314904
"L1","input_lags","ReserveTW4",7,739,2374.0487,1455.56273438533,-0.386885899019119,3.2125151556157,1.96963834152277
"L1","input_lags","ReserveTW4",8,738,2744.8692,1942.06847734798,-0.292473216083309,3.71933495934959,2.63152910209754
"L1","input_lags","ReserveTW4",9,738,3416.2939,3033.35300117757,-0.112092492634323,4.62912452574526,4.1102344189398
"L1","input_lags","ReserveTW4",10,739,6019.757,5109.15085125005,-0.151269585923476,8.14581461434371,6.91360061062254
"PMM","full_arx","MSE",1,738,825.00242,940.135960267082,0.139555397021844,1.11788945799458,1.27389696513155
"PMM","full_arx","MSE",2,738,1155.7488,1038.17705836412,-0.101727764403369,1.56605528455285,1.4067439815232
