"rep","tail_weight","estimator","claim_decile","n","observed_sum","predicted_sum","reserve_error","observed_mean","predicted_mean"
6,1,"PMM-relaxed",4,100,107803.63,388114.297833061,2.60019693059557,1078.0363,3881.14297833061
6,1,"PMM-relaxed",5,100,115475.04,402332.458158708,2.48415084470816,1154.7504,4023.32458158708
6,1,"PMM-relaxed",6,100,119001.42,394896.848933112,2.31842131743564,1190.0142,3948.96848933112
6,1,"PMM-relaxed",7,100,123625.56,382210.148428008,2.09167577018869,1236.2556,3822.10148428008
6,1,"PMM-relaxed",8,100,151979.68,384937.890516674,1.53282472049338,1519.7968,3849.37890516674
6,1,"PMM-relaxed",9,100,245362.02,397155.391827379,0.618650644575633,2453.6202,3971.55391827379
6,1,"PMM-relaxed",10,100,2071046.27,392247.051003601,-0.810604399966592,20710.4627,3922.47051003601
6,1,"LSE",1,100,7779.45,384132.596069212,48.3778603974847,77.7945,3841.32596069213
6,1,"LSE",2,100,35471.17,397966.824452929,10.2194445363073,354.7117,3979.66824452929
6,1,"LSE",3,100,65522.86,408314.089093579,5.23162800118278,655.2286,4083.1408909358
6,1,"LSE",4,100,107803.63,395830.082084218,2.67176951355179,1078.0363,3958.30082084218
6,1,"LSE",5,100,115475.04,403140.456773254,2.49114801582449,1154.7504,4031.40456773255
6,1,"LSE",6,100,119001.42,394929.934501314,2.31869934410291,1190.0142,3949.29934501315
6,1,"LSE",7,100,123625.56,385369.19085502,2.11722908155094,1236.2556,3853.69190855021
6,1,"LSE",8,100,151979.68,375922.073797273,1.47350220632964,1519.7968,3759.22073797274
6,1,"LSE",9,100,245362.02,416974.68515697,0.699426362551832,2453.6202,4169.74685156971
6,1,"LSE",10,100,2071046.27,401003.714404543,-0.806376264879614,20710.4627,4010.03714404544
6,1,"Huber",1,100,7779.45,116103.590074585,13.9243956930869,77.7945,1161.03590074585
6,1,"Huber",2,100,35471.17,120204.801084586,2.38880282450751,354.7117,1202.04801084586
6,1,"Huber",3,100,65522.86,118967.522880128,0.81566437851046,655.2286,1189.67522880128
6,1,"Huber",4,100,107803.63,118235.239528879,0.0967649190373143,1078.0363,1182.35239528879
6,1,"Huber",5,100,115475.04,114202.691379177,-0.0110183864913375,1154.7504,1142.02691379177
6,1,"Huber",6,100,119001.42,118264.537502076,-0.00619221600821251,1190.0142,1182.64537502076
6,1,"Huber",7,100,123625.56,120102.778557523,-0.0284955752069126,1236.2556,1201.02778557523
6,1,"Huber",8,100,151979.68,121091.014671574,-0.203242073732662,1519.7968,1210.91014671574
6,1,"Huber",9,100,245362.02,120689.925320867,-0.508114885421684,2453.6202,1206.89925320867
6,1,"Huber",10,100,2071046.27,123902.379053296,-0.940174016945891,20710.4627,1239.02379053296
6,1,"L1",1,100,7779.45,117316.073387418,14.0802528954383,77.7945,1173.16073387418
6,1,"L1",2,100,35471.17,117784.575345902,2.32057204050224,354.7117,1177.84575345902
6,1,"L1",3,100,65522.86,117534.111653581,0.793787872714664,655.2286,1175.34111653581
6,1,"L1",4,100,107803.63,117749.961931514,0.0922634231473869,1078.0363,1177.49961931514
6,1,"L1",5,100,115475.04,117141.05109134,0.0144274562826734,1154.7504,1171.4105109134
6,1,"L1",6,100,119001.42,117853.622490154,-0.00964524213111018,1190.0142,1178.53622490154
6,1,"L1",7,100,123625.56,118477.671973811,-0.0416409683093798,1236.2556,1184.77671973811
6,1,"L1",8,100,151979.68,118569.120480442,-0.219835701190828,1519.7968,1185.69120480442
6,1,"L1",9,100,245362.02,118063.65772029,-0.518818528962672,2453.6202,1180.6365772029
6,1,"L1",10,100,2071046.27,118501.695664654,-0.942781724686115,20710.4627,1185.01695664654
6,2,"PMM-auto",1,100,7779.45,388308.006789034,48.9145835231327,77.7945,3883.08006789034
6,2,"PMM-auto",2,100,35471.17,392384.014549961,10.0620544670492,354.7117,3923.84014549961
6,2,"PMM-auto",3,100,65522.86,392263.448335666,4.98666554444764,655.2286,3922.63448335666
6,2,"PMM-auto",4,100,107803.63,388114.297833061,2.60019693059557,1078.0363,3881.14297833061
6,2,"PMM-auto",5,100,115475.04,402332.458158708,2.48415084470816,1154.7504,4023.32458158708
6,2,"PMM-auto",6,100,119001.42,394896.848933112,2.31842131743564,1190.0142,3948.96848933112
6,2,"PMM-auto",7,100,123625.56,382210.148428008,2.09167577018869,1236.2556,3822.10148428008
6,2,"PMM-auto",8,100,151979.68,384937.890516674,1.53282472049338,1519.7968,3849.37890516674
6,2,"PMM-auto",9,100,245362.02,397155.391827379,0.618650644575633,2453.6202,3971.55391827379
6,2,"PMM-auto",10,100,2071046.27,392247.051003601,-0.810604399966592,20710.4627,3922.47051003601
6,2,"PMM-relaxed",1,100,7779.45,388308.006789034,48.9145835231327,77.7945,3883.08006789034
6,2,"PMM-relaxed",2,100,35471.17,392384.014549961,10.0620544670492,354.7117,3923.84014549961
6,2,"PMM-relaxed",3,100,65522.86,392263.448335666,4.98666554444764,655.2286,3922.63448335666
6,2,"PMM-relaxed",4,100,107803.63,388114.297833061,2.60019693059557,1078.0363,3881.14297833061
6,2,"PMM-relaxed",5,100,115475.04,402332.458158708,2.48415084470816,1154.7504,4023.32458158708
6,2,"PMM-relaxed",6,100,119001.42,394896.848933112,2.31842131743564,1190.0142,3948.96848933112
6,2,"PMM-relaxed",7,100,123625.56,382210.148428008,2.09167577018869,1236.2556,3822.10148428008
6,2,"PMM-relaxed",8,100,151979.68,384937.890516674,1.53282472049338,1519.7968,3849.37890516674
6,2,"PMM-relaxed",9,100,245362.02,397155.391827379,0.618650644575633,2453.6202,3971.55391827379
6,2,"PMM-relaxed",10,100,2071046.27,392247.051003601,-0.810604399966592,20710.4627,3922.47051003601
6,2,"LSE",1,100,7779.45,413567.755053997,52.1615673413927,77.7945,4135.67755053998
6,2,"LSE",2,100,35471.17,416057.131684911,10.729444833224,354.7117,4160.57131684912
6,2,"LSE",3,100,65522.86,395398.245458209,5.03450834499911,655.2286,3953.98245458209
6,2,"LSE",4,100,107803.63,421433.597245709,2.90927093313749,1078.0363,4214.33597245709
6,2,"LSE",5,100,115475.04,411925.354439571,2.56722417623385,1154.7504,4119.25354439571
6,2,"LSE",6,100,119001.42,421010.109237465,2.53785786117061,1190.0142,4210.10109237465
6,2,"LSE",7,100,123625.56,391240.692503594,2.16472331857259,1236.2556,3912.40692503595
6,2,"LSE",8,100,151979.68,404059.51224786,1.65864168320304,1519.7968,4040.5951224786
6,2,"LSE",9,100,245362.02,406151.176579804,0.655313958451285,2453.6202,4061.51176579804
6,2,"LSE",10,100,2071046.27,400774.711019006,-0.806486838645567,20710.4627,4007.74711019006
6,2,"Huber",1,100,7779.45,116103.590074585,13.9243956930869,77.7945,1161.03590074585
6,2,"Huber",2,100,35471.17,120204.801084586,2.38880282450751,354.7117,1202.04801084586
6,2,"Huber",3,100,65522.86,118967.522880128,0.81566437851046,655.2286,1189.67522880128
6,2,"Huber",4,100,107803.63,118235.239528879,0.0967649190373143,1078.0363,1182.35239528879
6,2,"Huber",5,100,115475.04,114202.691379177,-0.0110183864913375,1154.7504,1142.02691379177
6,2,"Huber",6,100,119001.42,118264.537502076,-0.00619221600821251,1190.0142,1182.64537502076
6,2,"Huber",7,100,123625.56,120102.778557523,-0.0284955752069126,1236.2556,1201.02778557523
6,2,"Huber",8,100,151979.68,121091.014671574,-0.203242073732662,1519.7968,1210.91014671574
6,2,"Huber",9,100,245362.02,120689.925320867,-0.508114885421684,2453.6202,1206.89925320867
6,2,"Huber",10,100,2071046.27,123902.379053296,-0.940174016945891,20710.4627,1239.02379053296
6,2,"L1",1,100,7779.45,117316.073387418,14.0802528954383,77.7945,1173.16073387418
6,2,"L1",2,100,35471.17,117784.575345902,2.32057204050224,354.7117,1177.84575345902
6,2,"L1",3,100,65522.86,117534.111653581,0.793787872714664,655.2286,1175.34111653581
6,2,"L1",4,100,107803.63,117749.961931514,0.0922634231473869,1078.0363,1177.49961931514
6,2,"L1",5,100,115475.04,117141.05109134,0.0144274562826734,1154.7504,1171.4105109134
6,2,"L1",6,100,119001.42,117853.622490154,-0.00964524213111018,1190.0142,1178.53622490154
6,2,"L1",7,100,123625.56,118477.671973811,-0.0416409683093798,1236.2556,1184.77671973811
6,2,"L1",8,100,151979.68,118569.120480442,-0.219835701190828,1519.7968,1185.69120480442
6,2,"L1",9,100,245362.02,118063.65772029,-0.518818528962672,2453.6202,1180.6365772029
6,2,"L1",10,100,2071046.27,118501.695664654,-0.942781724686115,20710.4627,1185.01695664654
6,4,"PMM-auto",1,100,7779.45,379197.474551868,47.743481165361,77.7945,3791.97474551868
6,4,"PMM-auto",2,100,35471.17,399736.248632476,10.269327981921,354.7117,3997.36248632475
6,4,"PMM-auto",3,100,65522.86,388308.756216751,4.9263096302077,655.2286,3883.08756216751
6,4,"PMM-auto",4,100,107803.63,392764.13357997,2.643329390485,1078.0363,3927.6413357997
6,4,"PMM-auto",5,100,115475.04,369202.482253148,2.19724922592058,1154.7504,3692.02482253148
6,4,"PMM-auto",6,100,119001.42,384939.018553244,2.23474306905954,1190.0142,3849.39018553244
6,4,"PMM-auto",7,100,123625.56,418955.752218954,2.38890883259864,1236.2556,4189.55752218954
6,4,"PMM-auto",8,100,151979.68,412224.637361825,1.71236679378338,1519.7968,4122.24637361824
6,4,"PMM-auto",9,100,245362.02,406690.355876545,0.657511443199501,2453.6202,4066.90355876545
6,4,"PMM-auto",10,100,2071046.27,440494.395749394,-0.787308278849128,20710.4627,4404.94395749394
6,4,"PMM-relaxed",1,100,7779.45,379197.474551868,47.743481165361,77.7945,3791.97474551868
6,4,"PMM-relaxed",2,100,35471.17,399736.248632476,10.269327981921,354.7117,3997.36248632475
6,4,"PMM-relaxed",3,100,65522.86,388308.756216751,4.9263096302077,655.2286,3883.08756216751
6,4,"PMM-relaxed",4,100,107803.63,392764.13357997,2.643329390485,1078.0363,3927.6413357997
6,4,"PMM-relaxed",5,100,115475.04,369202.482253148,2.19724922592058,1154.7504,3692.02482253148
6,4,"PMM-relaxed",6,100,119001.42,384939.018553244,2.23474306905954,1190.0142,3849.39018553244
6,4,"PMM-relaxed",7,100,123625.56,418955.752218954,2.38890883259864,1236.2556,4189.55752218954
6,4,"PMM-relaxed",8,100,151979.68,412224.637361825,1.71236679378338,1519.7968,4122.24637361824
6,4,"PMM-relaxed",9,100,245362.02,406690.355876545,0.657511443199501,2453.6202,4066.90355876545
6,4,"PMM-relaxed",10,100,2071046.27,440494.395749394,-0.787308278849128,20710.4627,4404.94395749394
6,4,"LSE",1,100,7779.45,413567.755053997,52.1615673413927,77.7945,4135.67755053998
6,4,"LSE",2,100,35471.17,416057.131684911,10.729444833224,354.7117,4160.57131684912
6,4,"LSE",3,100,65522.86,395398.245458209,5.03450834499911,655.2286,3953.98245458209
6,4,"LSE",4,100,107803.63,421433.597245709,2.90927093313749,1078.0363,4214.33597245709
6,4,"LSE",5,100,115475.04,411925.354439571,2.56722417623385,1154.7504,4119.25354439571
6,4,"LSE",6,100,119001.42,421010.109237465,2.53785786117061,1190.0142,4210.10109237465
6,4,"LSE",7,100,123625.56,391240.692503594,2.16472331857259,1236.2556,3912.40692503595
6,4,"LSE",8,100,151979.68,404059.51224786,1.65864168320304,1519.7968,4040.5951224786
6,4,"LSE",9,100,245362.02,406151.176579804,0.655313958451285,2453.6202,4061.51176579804
6,4,"LSE",10,100,2071046.27,400774.711019006,-0.806486838645567,20710.4627,4007.74711019006
6,4,"Huber",1,100,7779.45,116103.590074585,13.9243956930869,77.7945,1161.03590074585
6,4,"Huber",2,100,35471.17,120204.801084586,2.38880282450751,354.7117,1202.04801084586
6,4,"Huber",3,100,65522.86,118967.522880128,0.81566437851046,655.2286,1189.67522880128
6,4,"Huber",4,100,107803.63,118235.239528879,0.0967649190373143,1078.0363,1182.35239528879
6,4,"Huber",5,100,115475.04,114202.691379177,-0.0110183864913375,1154.7504,1142.02691379177
6,4,"Huber",6,100,119001.42,118264.537502076,-0.00619221600821251,1190.0142,1182.64537502076
6,4,"Huber",7,100,123625.56,120102.778557523,-0.0284955752069126,1236.2556,1201.02778557523
6,4,"Huber",8,100,151979.68,121091.014671574,-0.203242073732662,1519.7968,1210.91014671574
6,4,"Huber",9,100,245362.02,120689.925320867,-0.508114885421684,2453.6202,1206.89925320867
6,4,"Huber",10,100,2071046.27,123902.379053296,-0.940174016945891,20710.4627,1239.02379053296
6,4,"L1",1,100,7779.45,117316.073387418,14.0802528954383,77.7945,1173.16073387418
6,4,"L1",2,100,35471.17,117784.575345902,2.32057204050224,354.7117,1177.84575345902
6,4,"L1",3,100,65522.86,117534.111653581,0.793787872714664,655.2286,1175.34111653581
6,4,"L1",4,100,107803.63,117749.961931514,0.0922634231473869,1078.0363,1177.49961931514
6,4,"L1",5,100,115475.04,117141.05109134,0.0144274562826734,1154.7504,1171.4105109134
6,4,"L1",6,100,119001.42,117853.622490154,-0.00964524213111018,1190.0142,1178.53622490154
6,4,"L1",7,100,123625.56,118477.671973811,-0.0416409683093798,1236.2556,1184.77671973811
6,4,"L1",8,100,151979.68,118569.120480442,-0.219835701190828,1519.7968,1185.69120480442
6,4,"L1",9,100,245362.02,118063.65772029,-0.518818528962672,2453.6202,1180.6365772029
6,4,"L1",10,100,2071046.27,118501.695664654,-0.942781724686115,20710.4627,1185.01695664654
6,8,"PMM-auto",1,100,7779.45,379197.474551868,47.743481165361,77.7945,3791.97474551868
6,8,"PMM-auto",2,100,35471.17,399736.248632476,10.269327981921,354.7117,3997.36248632475
6,8,"PMM-auto",3,100,65522.86,388308.756216751,4.9263096302077,655.2286,3883.08756216751
6,8,"PMM-auto",4,100,107803.63,392764.13357997,2.643329390485,1078.0363,3927.6413357997
6,8,"PMM-auto",5,100,115475.04,369202.482253148,2.19724922592058,1154.7504,3692.02482253148
6,8,"PMM-auto",6,100,119001.42,384939.018553244,2.23474306905954,1190.0142,3849.39018553244
6,8,"PMM-auto",7,100,123625.56,418955.752218954,2.38890883259864,1236.2556,4189.55752218954
6,8,"PMM-auto",8,100,151979.68,412224.637361825,1.71236679378338,1519.7968,4122.24637361824
6,8,"PMM-auto",9,100,245362.02,406690.355876545,0.657511443199501,2453.6202,4066.90355876545
6,8,"PMM-auto",10,100,2071046.27,440494.395749394,-0.787308278849128,20710.4627,4404.94395749394
6,8,"PMM-relaxed",1,100,7779.45,379197.474551868,47.743481165361,77.7945,3791.97474551868
6,8,"PMM-relaxed",2,100,35471.17,399736.248632476,10.269327981921,354.7117,3997.36248632475
6,8,"PMM-relaxed",3,100,65522.86,388308.756216751,4.9263096302077,655.2286,3883.08756216751
6,8,"PMM-relaxed",4,100,107803.63,392764.13357997,2.643329390485,1078.0363,3927.6413357997
6,8,"PMM-relaxed",5,100,115475.04,369202.482253148,2.19724922592058,1154.7504,3692.02482253148
6,8,"PMM-relaxed",6,100,119001.42,384939.018553244,2.23474306905954,1190.0142,3849.39018553244
6,8,"PMM-relaxed",7,100,123625.56,418955.752218954,2.38890883259864,1236.2556,4189.55752218954
6,8,"PMM-relaxed",8,100,151979.68,412224.637361825,1.71236679378338,1519.7968,4122.24637361824
6,8,"PMM-relaxed",9,100,245362.02,406690.355876545,0.657511443199501,2453.6202,4066.90355876545
6,8,"PMM-relaxed",10,100,2071046.27,440494.395749394,-0.787308278849128,20710.4627,4404.94395749394
6,8,"LSE",1,100,7779.45,359094.762954107,45.1594023940134,77.7945,3590.94762954107
6,8,"LSE",2,100,35471.17,399481.302415115,10.262140561338,354.7117,3994.81302415115
6,8,"LSE",3,100,65522.86,382761.510935672,4.84164840996977,655.2286,3827.61510935672
6,8,"LSE",4,100,107803.63,382244.702446891,2.54574982722651,1078.0363,3822.44702446891
6,8,"LSE",5,100,115475.04,310482.541864725,1.68874158315706,1154.7504,3104.82541864725
6,8,"LSE",6,100,119001.42,371825.401072443,2.12454591779193,1190.0142,3718.25401072443
6,8,"LSE",7,100,123625.56,443350.773299702,2.58623874625685,1236.2556,4433.50773299702
6,8,"LSE",8,100,151979.68,441824.573793557,1.90712925434214,1519.7968,4418.24573793557
6,8,"LSE",9,100,245362.02,423425.960669302,0.725719248110615,2453.6202,4234.25960669302
6,8,"LSE",10,100,2071046.27,497800.465767205,-0.759638172754486,20710.4627,4978.00465767205
6,8,"Huber",1,100,7779.45,116103.590074585,13.9243956930869,77.7945,1161.03590074585
6,8,"Huber",2,100,35471.17,120204.801084586,2.38880282450751,354.7117,1202.04801084586
6,8,"Huber",3,100,65522.86,118967.522880128,0.81566437851046,655.2286,1189.67522880128
6,8,"Huber",4,100,107803.63,118235.239528879,0.0967649190373143,1078.0363,1182.35239528879
6,8,"Huber",5,100,115475.04,114202.691379177,-0.0110183864913375,1154.7504,1142.02691379177
6,8,"Huber",6,100,119001.42,118264.537502076,-0.00619221600821251,1190.0142,1182.64537502076
6,8,"Huber",7,100,123625.56,120102.778557523,-0.0284955752069126,1236.2556,1201.02778557523
6,8,"Huber",8,100,151979.68,121091.014671574,-0.203242073732662,1519.7968,1210.91014671574
6,8,"Huber",9,100,245362.02,120689.925320867,-0.508114885421684,2453.6202,1206.89925320867
6,8,"Huber",10,100,2071046.27,123902.379053296,-0.940174016945891,20710.4627,1239.02379053296
6,8,"L1",1,100,7779.45,117316.073387418,14.0802528954383,77.7945,1173.16073387418
6,8,"L1",2,100,35471.17,117784.575345902,2.32057204050224,354.7117,1177.84575345902
6,8,"L1",3,100,65522.86,117534.111653581,0.793787872714664,655.2286,1175.34111653581
6,8,"L1",4,100,107803.63,117749.961931514,0.0922634231473869,1078.0363,1177.49961931514
6,8,"L1",5,100,115475.04,117141.05109134,0.0144274562826734,1154.7504,1171.4105109134
6,8,"L1",6,100,119001.42,117853.622490154,-0.00964524213111018,1190.0142,1178.53622490154
6,8,"L1",7,100,123625.56,118477.671973811,-0.0416409683093798,1236.2556,1184.77671973811
6,8,"L1",8,100,151979.68,118569.120480442,-0.219835701190828,1519.7968,1185.69120480442
6,8,"L1",9,100,245362.02,118063.65772029,-0.518818528962672,2453.6202,1180.6365772029
6,8,"L1",10,100,2071046.27,118501.695664654,-0.942781724686115,20710.4627,1185.01695664654
6,16,"PMM-auto",1,100,7779.45,359094.762954107,45.1594023940134,77.7945,3590.94762954107
6,16,"PMM-auto",2,100,35471.17,399481.302415115,10.262140561338,354.7117,3994.81302415115
6,16,"PMM-auto",3,100,65522.86,382761.510935672,4.84164840996977,655.2286,3827.61510935672
6,16,"PMM-auto",4,100,107803.63,382244.702446891,2.54574982722651,1078.0363,3822.44702446891
6,16,"PMM-auto",5,100,115475.04,310482.541864725,1.68874158315706,1154.7504,3104.82541864725
6,16,"PMM-auto",6,100,119001.42,371825.401072443,2.12454591779193,1190.0142,3718.25401072443
6,16,"PMM-auto",7,100,123625.56,443350.773299702,2.58623874625685,1236.2556,4433.50773299702
6,16,"PMM-auto",8,100,151979.68,441824.573793557,1.90712925434214,1519.7968,4418.24573793557
6,16,"PMM-auto",9,100,245362.02,423425.960669302,0.725719248110615,2453.6202,4234.25960669302
6,16,"PMM-auto",10,100,2071046.27,497800.465767205,-0.759638172754486,20710.4627,4978.00465767205
6,16,"PMM-relaxed",1,100,7779.45,359094.762954107,45.1594023940134,77.7945,3590.94762954107
6,16,"PMM-relaxed",2,100,35471.17,399481.302415115,10.262140561338,354.7117,3994.81302415115
6,16,"PMM-relaxed",3,100,65522.86,382761.510935672,4.84164840996977,655.2286,3827.61510935672
6,16,"PMM-relaxed",4,100,107803.63,382244.702446891,2.54574982722651,1078.0363,3822.44702446891
6,16,"PMM-relaxed",5,100,115475.04,310482.541864725,1.68874158315706,1154.7504,3104.82541864725
6,16,"PMM-relaxed",6,100,119001.42,371825.401072443,2.12454591779193,1190.0142,3718.25401072443
6,16,"PMM-relaxed",7,100,123625.56,443350.773299702,2.58623874625685,1236.2556,4433.50773299702
6,16,"PMM-relaxed",8,100,151979.68,441824.573793557,1.90712925434214,1519.7968,4418.24573793557
6,16,"PMM-relaxed",9,100,245362.02,423425.960669302,0.725719248110615,2453.6202,4234.25960669302
6,16,"PMM-relaxed",10,100,2071046.27,497800.465767205,-0.759638172754486,20710.4627,4978.00465767205
6,16,"LSE",1,100,7779.45,359094.762954107,45.1594023940134,77.7945,3590.94762954107
6,16,"LSE",2,100,35471.17,399481.302415115,10.262140561338,354.7117,3994.81302415115
6,16,"LSE",3,100,65522.86,382761.510935672,4.84164840996977,655.2286,3827.61510935672
6,16,"LSE",4,100,107803.63,382244.702446891,2.54574982722651,1078.0363,3822.44702446891
6,16,"LSE",5,100,115475.04,310482.541864725,1.68874158315706,1154.7504,3104.82541864725
6,16,"LSE",6,100,119001.42,371825.401072443,2.12454591779193,1190.0142,3718.25401072443
6,16,"LSE",7,100,123625.56,443350.773299702,2.58623874625685,1236.2556,4433.50773299702
6,16,"LSE",8,100,151979.68,441824.573793557,1.90712925434214,1519.7968,4418.24573793557
6,16,"LSE",9,100,245362.02,423425.960669302,0.725719248110615,2453.6202,4234.25960669302
6,16,"LSE",10,100,2071046.27,497800.465767205,-0.759638172754486,20710.4627,4978.00465767205
6,16,"Huber",1,100,7779.45,116103.590074585,13.9243956930869,77.7945,1161.03590074585
6,16,"Huber",2,100,35471.17,120204.801084586,2.38880282450751,354.7117,1202.04801084586
6,16,"Huber",3,100,65522.86,118967.522880128,0.81566437851046,655.2286,1189.67522880128
6,16,"Huber",4,100,107803.63,118235.239528879,0.0967649190373143,1078.0363,1182.35239528879
6,16,"Huber",5,100,115475.04,114202.691379177,-0.0110183864913375,1154.7504,1142.02691379177
6,16,"Huber",6,100,119001.42,118264.537502076,-0.00619221600821251,1190.0142,1182.64537502076
6,16,"Huber",7,100,123625.56,120102.778557523,-0.0284955752069126,1236.2556,1201.02778557523
6,16,"Huber",8,100,151979.68,121091.014671574,-0.203242073732662,1519.7968,1210.91014671574
6,16,"Huber",9,100,245362.02,120689.925320867,-0.508114885421684,2453.6202,1206.89925320867
6,16,"Huber",10,100,2071046.27,123902.379053296,-0.940174016945891,20710.4627,1239.02379053296
6,16,"L1",1,100,7779.45,117316.073387418,14.0802528954383,77.7945,1173.16073387418
6,16,"L1",2,100,35471.17,117784.575345902,2.32057204050224,354.7117,1177.84575345902
6,16,"L1",3,100,65522.86,117534.111653581,0.793787872714664,655.2286,1175.34111653581
6,16,"L1",4,100,107803.63,117749.961931514,0.0922634231473869,1078.0363,1177.49961931514
6,16,"L1",5,100,115475.04,117141.05109134,0.0144274562826734,1154.7504,1171.4105109134
6,16,"L1",6,100,119001.42,117853.622490154,-0.00964524213111018,1190.0142,1178.53622490154
6,16,"L1",7,100,123625.56,118477.671973811,-0.0416409683093798,1236.2556,1184.77671973811
6,16,"L1",8,100,151979.68,118569.120480442,-0.219835701190828,1519.7968,1185.69120480442
6,16,"L1",9,100,245362.02,118063.65772029,-0.518818528962672,2453.6202,1180.6365772029
6,16,"L1",10,100,2071046.27,118501.695664654,-0.942781724686115,20710.4627,1185.01695664654
7,1,"PMM-auto",1,100,8990.44,294405.560676666,31.7465130379232,89.9044,2944.05560676667
7,1,"PMM-auto",2,100,37355.74,255322.535588947,5.83489433187367,373.5574,2553.22535588947
7,1,"PMM-auto",3,100,67598.5,261296.72638343,2.86542196030134,675.985,2612.9672638343
7,1,"PMM-auto",4,100,108516.7,176603.937283229,0.627435567827159,1085.167,1766.03937283229
7,1,"PMM-auto",5,100,115578.66,246942.299107528,1.13657347392268,1155.7866,2469.42299107528
7,1,"PMM-auto",6,100,118998.58,209951.549474037,0.764319788303668,1189.9858,2099.51549474037
7,1,"PMM-auto",7,100,123411.38,308747.159968082,1.50177220259657,1234.1138,3087.47159968082
7,1,"PMM-auto",8,100,156231.19,309614.989120666,0.981774504314189,1562.3119,3096.14989120666
7,1,"PMM-auto",9,100,243678.96,439423.596770447,0.803289035583735,2436.7896,4394.23596770447
7,1,"PMM-auto",10,100,1868396.62,796461.925587779,-0.573719028892388,18683.9662,7964.61925587779
7,1,"PMM-relaxed",1,100,8990.44,316658.523299664,34.2216936323099,89.9044,3166.58523299664
7,1,"PMM-relaxed",2,100,37355.74,311273.129072949,7.33267200898575,373.5574,3112.73129072949
7,1,"PMM-relaxed",3,100,67598.5,330050.589919947,3.88251351612753,675.985,3300.50589919947
7,1,"PMM-relaxed",4,100,108516.7,260072.758972404,1.39661507373892,1085.167,2600.72758972404
7,1,"PMM-relaxed",5,100,115578.66,267624.71250901,1.31552011858427,1155.7866,2676.2471250901
7,1,"PMM-relaxed",6,100,118998.58,282483.562268641,1.37383977412706,1189.9858,2824.83562268641
7,1,"PMM-relaxed",7,100,123411.38,304443.681304738,1.46690119910123,1234.1138,3044.43681304738
7,1,"PMM-relaxed",8,100,156231.19,289313.700768624,0.851830615696031,1562.3119,2893.13700768624
7,1,"PMM-relaxed",9,100,243678.96,275253.871963828,0.129575864751837,2436.7896,2752.53871963828
7,1,"PMM-relaxed",10,100,1868396.62,445220.283101528,-0.761709971889411,18683.9662,4452.20283101528
7,1,"LSE",1,100,8990.44,294405.560676666,31.7465130379232,89.9044,2944.05560676667
7,1,"LSE",2,100,37355.74,255322.535588947,5.83489433187367,373.5574,2553.22535588947
7,1,"LSE",3,100,67598.5,261296.72638343,2.86542196030134,675.985,2612.9672638343
7,1,"LSE",4,100,108516.7,176603.937283229,0.627435567827159,1085.167,1766.03937283229
7,1,"LSE",5,100,115578.66,246942.299107528,1.13657347392268,1155.7866,2469.42299107528
7,1,"LSE",6,100,118998.58,209951.549474037,0.764319788303668,1189.9858,2099.51549474037
7,1,"LSE",7,100,123411.38,308747.159968082,1.50177220259657,1234.1138,3087.47159968082
7,1,"LSE",8,100,156231.19,309614.989120666,0.981774504314189,1562.3119,3096.14989120666
7,1,"LSE",9,100,243678.96,439423.596770447,0.803289035583735,2436.7896,4394.23596770447
7,1,"LSE",10,100,1868396.62,796461.925587779,-0.573719028892388,18683.9662,7964.61925587779
7,1,"Huber",1,100,8990.44,114120.914458667,11.6935850146007,89.9044,1141.20914458667
7,1,"Huber",2,100,37355.74,125066.562482852,2.34798781881584,373.5574,1250.66562482852
7,1,"Huber",3,100,67598.5,115528.58711334,0.709040690449346,675.985,1155.2858711334
7,1,"Huber",4,100,108516.7,112917.273670454,0.0405520410264448,1085.167,1129.17273670454
7,1,"Huber",5,100,115578.66,114568.601849149,-0.00873914051997826,1155.7866,1145.68601849149
7,1,"Huber",6,100,118998.58,114241.414160604,-0.03997666055676,1189.9858,1142.41414160604
7,1,"Huber",7,100,123411.38,117304.839808945,-0.049481175812592,1234.1138,1173.04839808945
7,1,"Huber",8,100,156231.19,117748.524050031,-0.246318714911979,1562.3119,1177.48524050031
7,1,"Huber",9,100,243678.96,117211.914583765,-0.51899041844333,2436.7896,1172.11914583764
7,1,"Huber",10,100,1868396.62,120916.171317829,-0.935283456401335,18683.9662,1209.16171317829
7,1,"L1",1,100,8990.44,129685.276790581,13.424797539451,89.9044,1296.85276790581
7,1,"L1",2,100,37355.74,118792.307600638,2.18002822593363,373.5574,1187.92307600638
7,1,"L1",3,100,67598.5,118697.072141976,0.755912810816455,675.985,1186.97072141976
7,1,"L1",4,100,108516.7,118509.216545261,0.0920827535785795,1085.167,1185.09216545261
7,1,"L1",5,100,115578.66,123035.674611323,0.0645189571441893,1155.7866,1230.35674611323
7,1,"L1",6,100,118998.58,123365.774345141,0.0366995500714467,1189.9858,1233.65774345141
7,1,"L1",7,100,123411.38,117483.341177399,-0.0480347827129162,1234.1138,1174.83341177399
7,1,"L1",8,100,156231.19,117564.227296658,-0.247498356143495,1562.3119,1175.64227296658
7,1,"L1",9,100,243678.96,132455.978738585,-0.456432435781141,2436.7896,1324.55978738585
7,1,"L1",10,100,1868396.62,118266.170366801,-0.936701785316439,18683.9662,1182.66170366801
