"rep","criterion","estimator","ok","nrmse","mae","bias","reserve_error","abs_reserve_error","under_rate","tail_mae","tail_bias","tail_reserve_error","abs_tail_reserve_error","tail_under_rate","pmm2_share","layers","nrmse_winner","reserve_winner","tail_reserve_winner"
8,"Reserve","LSE",TRUE,1.08816570551631,3106.15425721679,-400.607411218494,-0.137667035923819,0.137667035923819,0.186,17066.7405296557,-16835.8984228822,-0.880454212882322,0.880454212882322,0.96,0,3,FALSE,TRUE,FALSE
8,"Reserve","Huber",TRUE,1.00575890470602,2252.39411762555,-1765.15103443051,-0.606586658316663,0.606586658316663,0.546,17942.1687960885,-17942.1687960885,-0.93830799568684,0.93830799568684,1,0,3,TRUE,FALSE,FALSE
8,"Reserve","L1",TRUE,1.00583399776833,2237.85874129431,-1728.50939175158,-0.593994913387019,0.593994913387019,0.505,17882.6310301202,-17882.6310301202,-0.935194394288468,0.935194394288468,1,0,3,FALSE,FALSE,FALSE
8,"TailReserve","PMM-auto",TRUE,1.00035542936039,2797.15656037029,-632.248259654196,-0.217269429963481,0.217269429963481,0.18,16743.1510560601,-16588.0434682118,-0.86749233027042,0.86749233027042,0.99,0.222222222222222,3,TRUE,FALSE,FALSE
8,"TailReserve","PMM-relaxed",TRUE,1.00035542936039,2797.15656037029,-632.248259654196,-0.217269429963481,0.217269429963481,0.18,16743.1510560601,-16588.0434682118,-0.86749233027042,0.86749233027042,0.99,0.222222222222222,3,TRUE,FALSE,FALSE
8,"TailReserve","LSE",TRUE,1.00045164976404,2857.15723615828,-575.537120709912,-0.197780887855443,0.197780887855443,0.182,16690.0910416446,-16573.04299916,-0.866707862115518,0.866707862115518,0.96,0,3,FALSE,TRUE,TRUE
8,"TailReserve","Huber",TRUE,1.00595819094395,2254.76844084046,-1765.08450124439,-0.606563794469747,0.606563794469747,0.547,17957.8333320242,-17957.8333320242,-0.939127192043994,0.939127192043994,1,0,3,FALSE,FALSE,FALSE
8,"TailReserve","L1",TRUE,1.00593866717882,2244.7386311468,-1733.32090100945,-0.59564836811427,0.59564836811427,0.502,17945.8713313411,-17945.8713313411,-0.938501624365252,0.938501624365252,1,0,3,FALSE,FALSE,FALSE
9,"MSE","PMM-auto",TRUE,0.999036866349673,3438.91689977747,-648.215366225777,-0.203123012230009,0.203123012230009,0.155,20177.2955654705,-20011.2020976044,-0.889650116097895,0.889650116097895,0.9,0,3,TRUE,FALSE,FALSE
9,"MSE","PMM-relaxed",TRUE,0.999036866349673,3438.91689977747,-648.215366225777,-0.203123012230009,0.203123012230009,0.155,20177.2955654705,-20011.2020976044,-0.889650116097895,0.889650116097895,0.9,0,3,TRUE,FALSE,FALSE
9,"MSE","LSE",TRUE,0.999330505797672,3428.20344641809,-618.390598892883,-0.19377720388395,0.19377720388395,0.154,20027.8770609994,-19773.0325782363,-0.879061669710552,0.879061669710552,0.92,0,3,FALSE,TRUE,TRUE
9,"MSE","Huber",TRUE,1.00052316311587,2561.22400004606,-2009.95332711387,-0.629833532984922,0.629833532984922,0.492,21270.1660412417,-21270.1660412417,-0.945620637666616,0.945620637666616,1,0,3,FALSE,FALSE,FALSE
9,"MSE","L1",TRUE,1.00064939816144,2543.9292772883,-2016.17640220993,-0.631783578949128,0.631783578949128,0.477,21314.4493007095,-21314.4493007095,-0.947589365318989,0.947589365318989,1,0,3,FALSE,FALSE,FALSE
9,"Reserve","PMM-auto",TRUE,0.998071526571925,3365.52957649295,-695.831844023013,-0.21804398279921,0.21804398279921,0.171,20056.4011528,-19765.2042377183,-0.878713640440908,0.878713640440908,0.93,0,3,TRUE,FALSE,FALSE
9,"Reserve","PMM-relaxed",TRUE,0.998071526571925,3365.52957649295,-695.831844023013,-0.21804398279921,0.21804398279921,0.171,20056.4011528,-19765.2042377183,-0.878713640440908,0.878713640440908,0.93,0,3,TRUE,FALSE,FALSE
9,"Reserve","LSE",TRUE,0.998814513876607,3311.63151811325,-667.150299774901,-0.209056411743919,0.209056411743919,0.152,19698.3244428846,-19555.4944286876,-0.869390444610841,0.869390444610841,0.89,0,3,FALSE,TRUE,TRUE
9,"Reserve","Huber",TRUE,1.00045980976724,2570.47479258418,-2012.03580189534,-0.630486091644506,0.630486091644506,0.484,21275.3981641213,-21275.3981641213,-0.9458532453183,0.9458532453183,1,0,3,FALSE,FALSE,FALSE
9,"Reserve","L1",TRUE,1.00067921753296,2542.19907042011,-2015.37285232261,-0.63153178073191,0.63153178073191,0.472,21320.7034608176,-21320.7034608176,-0.94786741029795,0.94786741029795,1,0,3,FALSE,FALSE,FALSE
9,"TailReserve","PMM-auto",TRUE,0.999327790028529,3308.99237254416,-687.121932295516,-0.215314668440853,0.215314668440853,0.152,19833.926169883,-19634.9252315081,-0.872921747858209,0.872921747858209,0.93,0.0555555555555556,3,FALSE,FALSE,TRUE
9,"TailReserve","PMM-relaxed",TRUE,0.999327790028529,3308.99237254416,-687.121932295516,-0.215314668440853,0.215314668440853,0.152,19833.926169883,-19634.9252315081,-0.872921747858209,0.872921747858209,0.93,0.0555555555555556,3,FALSE,FALSE,TRUE
9,"TailReserve","LSE",TRUE,0.997696501490274,3353.92033381954,-661.85239574759,-0.207396274881076,0.207396274881076,0.153,19895.0300587539,-19687.8400414274,-0.875274213570084,0.875274213570084,0.94,0,3,TRUE,TRUE,FALSE
9,"TailReserve","Huber",TRUE,1.00045980976724,2570.47479258418,-2012.03580189534,-0.630486091644506,0.630486091644506,0.484,21275.3981641213,-21275.3981641213,-0.9458532453183,0.9458532453183,1,0,3,FALSE,FALSE,FALSE
9,"TailReserve","L1",TRUE,1.0039229780202,2673.08948635841,-1893.1092854853,-0.593219600435139,0.593219600435139,0.478,21309.1846869978,-21309.1846869978,-0.947355313202728,0.947355313202728,1,0,3,FALSE,FALSE,FALSE
10,"MSE","PMM-auto",TRUE,0.999713986528735,3773.59695978703,-1091.65913013563,-0.300956609492803,0.300956609492803,0.156,24026.9953606821,-23914.8489403536,-0.899318631075708,0.899318631075708,0.96,0,3,FALSE,TRUE,TRUE
10,"MSE","PMM-relaxed",TRUE,0.999713986528735,3773.59695978703,-1091.65913013563,-0.300956609492803,0.300956609492803,0.156,24026.9953606821,-23914.8489403536,-0.899318631075708,0.899318631075708,0.96,0,3,FALSE,TRUE,TRUE
10,"MSE","LSE",TRUE,0.998018628903943,3705.31978539085,-1171.83198402467,-0.323059250888576,0.323059250888576,0.16,24050.0494789901,-23952.9577226637,-0.900751713008381,0.900751713008381,0.98,0,3,TRUE,FALSE,FALSE
10,"MSE","Huber",TRUE,1.00096117115021,2990.77788133414,-2462.65975359087,-0.678924134205714,0.678924134205714,0.494,25376.7993331198,-25376.7993331198,-0.954295320629644,0.954295320629644,1,0,3,FALSE,FALSE,FALSE
10,"MSE","L1",TRUE,1.00117763277346,2971.64961178451,-2455.92174149721,-0.677066549527078,0.677066549527078,0.5,25415.6869502223,-25415.6869502223,-0.955757690668676,0.955757690668676,1,0,3,FALSE,FALSE,FALSE
10,"Reserve","PMM-auto",TRUE,1.00019205882624,3766.39420129986,-1107.51767904041,-0.305328610768757,0.305328610768757,0.167,24088.9094507242,-23792.6513431693,-0.894723386669411,0.894723386669411,0.94,0.0555555555555556,3,TRUE,FALSE,FALSE
10,"Reserve","PMM-relaxed",TRUE,1.00019205882624,3766.39420129986,-1107.51767904041,-0.305328610768757,0.305328610768757,0.167,24088.9094507242,-23792.6513431693,-0.894723386669411,0.894723386669411,0.94,0.0555555555555556,3,TRUE,FALSE,FALSE
10,"Reserve","LSE",TRUE,1.00029346444474,3773.8853061211,-1085.35457693286,-0.299218523945867,0.299218523945867,0.169,24044.4825565675,-23721.8546245548,-0.892061073885088,0.892061073885088,0.95,0,3,FALSE,TRUE,TRUE
10,"Reserve","Huber",TRUE,1.00095501482079,2992.58498327025,-2458.9927499932,-0.67791318771217,0.67791318771217,0.499,25380.6865533498,-25380.6865533498,-0.954441499666131,0.954441499666131,1,0,3,FALSE,FALSE,FALSE
10,"Reserve","L1",TRUE,1.00121087974914,2977.76619779731,-2443.74317917437,-0.673709073989158,0.673709073989158,0.491,25405.6162226844,-25405.6162226844,-0.955378980649395,0.955378980649395,1,0,3,FALSE,FALSE,FALSE
10,"TailReserve","PMM-auto",TRUE,1.00080638703298,3821.98846328126,-1086.94394409435,-0.299656692362137,0.299656692362137,0.172,24257.4740640239,-23927.9795258592,-0.89981240714812,0.89981240714812,0.95,0,3,FALSE,FALSE,FALSE
10,"TailReserve","PMM-relaxed",TRUE,1.00080638703298,3821.98846328126,-1086.94394409435,-0.299656692362137,0.299656692362137,0.172,24257.4740640239,-23927.9795258592,-0.89981240714812,0.89981240714812,0.95,0,3,FALSE,FALSE,FALSE
10,"TailReserve","LSE",TRUE,1.00076167598327,3808.61002894807,-1069.28900596314,-0.294789449306047,0.294789449306047,0.165,24178.4650389588,-23757.9033045964,-0.8934166856085,0.8934166856085,0.94,0,3,TRUE,TRUE,TRUE
10,"TailReserve","Huber",TRUE,1.00106678681692,2991.44032707571,-2460.60448275568,-0.678357522041645,0.678357522041645,0.502,25390.8665903668,-25390.8665903668,-0.954824320271744,0.954824320271744,1,0,3,FALSE,FALSE,FALSE
10,"TailReserve","L1",TRUE,1.00121087974914,2977.76619779731,-2443.74317917437,-0.673709073989158,0.673709073989158,0.491,25405.6162226844,-25405.6162226844,-0.955378980649395,0.955378980649395,1,0,3,FALSE,FALSE,FALSE
