"scenario","rep","method","ci_type","coef_coverage","joint_coverage","mean_width","theta_mse","boot_ok"
"uniform",20,"L1","bootstrap-normal",1,1,0.282157448247958,0.00421610974073651,1
"uniform",20,"L1","bootstrap-percentile",1,1,0.279570364439272,0.00421610974073651,1
"uniform",21,"LSE","classical-normal",0.666666666666667,0,0.169352011974972,0.00412710321649288,NA
"uniform",21,"LSE","bootstrap-normal",0.666666666666667,0,0.17082163768301,0.00412710321649288,1
"uniform",21,"LSE","bootstrap-percentile",0.666666666666667,0,0.156332344231779,0.00412710321649288,1
"uniform",21,"PMM","bootstrap-normal",0.833333333333333,0,0.11666670615232,0.000930247054418308,1
"uniform",21,"PMM","bootstrap-percentile",0.833333333333333,0,0.109667726917224,0.000930247054418308,1
"uniform",21,"Huber","bootstrap-normal",0.666666666666667,0,0.179181769519597,0.0049897012196437,1
"uniform",21,"Huber","bootstrap-percentile",0.666666666666667,0,0.170580413977384,0.0049897012196437,1
"uniform",21,"L1","bootstrap-normal",0.666666666666667,0,0.246283566971909,0.0151806277448943,1
"uniform",21,"L1","bootstrap-percentile",0.666666666666667,0,0.247323579794751,0.0151806277448943,1
"uniform",22,"LSE","classical-normal",1,1,0.177494542686657,0.00265392389682124,NA
"uniform",22,"LSE","bootstrap-normal",0.833333333333333,0,0.165953276916535,0.00265392389682124,1
"uniform",22,"LSE","bootstrap-percentile",0.833333333333333,0,0.150970810766499,0.00265392389682124,1
"uniform",22,"PMM","bootstrap-normal",0.833333333333333,0,0.0963379489956805,0.000973534394707497,1
"uniform",22,"PMM","bootstrap-percentile",0.833333333333333,0,0.0888930690822807,0.000973534394707497,1
"uniform",22,"Huber","bootstrap-normal",0.833333333333333,0,0.177778196712708,0.00273820719863838,1
"uniform",22,"Huber","bootstrap-percentile",0.833333333333333,0,0.16946434958288,0.00273820719863838,1
"uniform",22,"L1","bootstrap-normal",0.833333333333333,0,0.312585662433507,0.00860237558017628,1
"uniform",22,"L1","bootstrap-percentile",1,1,0.293974267254266,0.00860237558017628,1
"uniform",23,"LSE","classical-normal",0.833333333333333,0,0.177519501481843,0.00362299608500827,NA
"uniform",23,"LSE","bootstrap-normal",0.833333333333333,0,0.167704908433866,0.00362299608500827,1
"uniform",23,"LSE","bootstrap-percentile",0.833333333333333,0,0.160179159625218,0.00362299608500827,1
"uniform",23,"PMM","bootstrap-normal",0.833333333333333,0,0.102117967618366,0.00157647610130039,1
"uniform",23,"PMM","bootstrap-percentile",0.666666666666667,0,0.0987939318210578,0.00157647610130039,1
"uniform",23,"Huber","bootstrap-normal",0.833333333333333,0,0.17728637277797,0.00374341577640031,1
"uniform",23,"Huber","bootstrap-percentile",0.833333333333333,0,0.158771181715441,0.00374341577640031,1
"uniform",23,"L1","bootstrap-normal",0.833333333333333,0,0.301594828670317,0.007887210468301,1
"uniform",23,"L1","bootstrap-percentile",1,1,0.281740372397834,0.007887210468301,1
"uniform",24,"LSE","classical-normal",1,1,0.166008322295525,0.00156592912348407,NA
"uniform",24,"LSE","bootstrap-normal",1,1,0.167115190119557,0.00156592912348407,1
"uniform",24,"LSE","bootstrap-percentile",1,1,0.150520824324101,0.00156592912348407,1
"uniform",24,"PMM","bootstrap-normal",1,1,0.113612025459865,0.000176031513365699,1
"uniform",24,"PMM","bootstrap-percentile",1,1,0.112275935477818,0.000176031513365699,1
"uniform",24,"Huber","bootstrap-normal",1,1,0.181483786416017,0.0018244177624581,1
"uniform",24,"Huber","bootstrap-percentile",0.833333333333333,0,0.175363984495817,0.0018244177624581,1
"uniform",24,"L1","bootstrap-normal",1,1,0.256217204086606,0.00453070103597436,1
"uniform",24,"L1","bootstrap-percentile",1,1,0.24175102317424,0.00453070103597436,1
"uniform",25,"LSE","classical-normal",1,1,0.176827917164853,0.00232398371017512,NA
"uniform",25,"LSE","bootstrap-normal",1,1,0.18183554254273,0.00232398371017512,1
"uniform",25,"LSE","bootstrap-percentile",0.833333333333333,0,0.173126077562628,0.00232398371017512,1
"uniform",25,"PMM","bootstrap-normal",0.833333333333333,0,0.0903241489632114,0.00116738828607398,1
"uniform",25,"PMM","bootstrap-percentile",1,1,0.0845428603616918,0.00116738828607398,1
"uniform",25,"Huber","bootstrap-normal",1,1,0.172814240683274,0.00241065727812843,1
"uniform",25,"Huber","bootstrap-percentile",1,1,0.169695080757525,0.00241065727812843,1
"uniform",25,"L1","bootstrap-normal",1,1,0.34519199890189,0.00413146590201114,1
"uniform",25,"L1","bootstrap-percentile",1,1,0.336385865161868,0.00413146590201114,1
"uniform",26,"LSE","classical-normal",1,1,0.175347680301674,0.00172516216757978,NA
"uniform",26,"LSE","bootstrap-normal",1,1,0.175551285589402,0.00172516216757978,1
"uniform",26,"LSE","bootstrap-percentile",1,1,0.165110520288576,0.00172516216757978,1
"uniform",26,"PMM","bootstrap-normal",1,1,0.110100369137564,0.000802787796494391,1
"uniform",26,"PMM","bootstrap-percentile",1,1,0.102726267098137,0.000802787796494391,1
"uniform",26,"Huber","bootstrap-normal",1,1,0.186149945920664,0.00180129820150297,1
"uniform",26,"Huber","bootstrap-percentile",1,1,0.179842497158508,0.00180129820150297,1
"uniform",26,"L1","bootstrap-normal",1,1,0.235497556806852,0.00430347857103342,1
"uniform",26,"L1","bootstrap-percentile",1,1,0.230515238040096,0.00430347857103342,1
"uniform",27,"LSE","classical-normal",1,1,0.173168030780002,0.000833198628023249,NA
"uniform",27,"LSE","bootstrap-normal",1,1,0.163368005433029,0.000833198628023249,1
"uniform",27,"LSE","bootstrap-percentile",1,1,0.155643623013879,0.000833198628023249,1
"uniform",27,"PMM","bootstrap-normal",0.833333333333333,0,0.111556055357635,0.00132209190628521,1
"uniform",27,"PMM","bootstrap-percentile",1,1,0.102123793396898,0.00132209190628521,1
"uniform",27,"Huber","bootstrap-normal",1,1,0.178735213933574,0.000836088860001095,1
"uniform",27,"Huber","bootstrap-percentile",1,1,0.169191690538116,0.000836088860001095,1
"uniform",27,"L1","bootstrap-normal",1,1,0.284491657474652,0.00605390461310687,1
"uniform",27,"L1","bootstrap-percentile",1,1,0.283052286101336,0.00605390461310687,1
"uniform",28,"LSE","classical-normal",1,1,0.169149509912598,0.0019306620843958,NA
"uniform",28,"LSE","bootstrap-normal",1,1,0.178789383222193,0.0019306620843958,1
"uniform",28,"LSE","bootstrap-percentile",1,1,0.168008991194125,0.0019306620843958,1
"uniform",28,"PMM","bootstrap-normal",1,1,0.1119753215317,0.000355055967776494,1
"uniform",28,"PMM","bootstrap-percentile",1,1,0.10345491566077,0.000355055967776494,1
"uniform",28,"Huber","bootstrap-normal",1,1,0.20338762224658,0.00242893473737446,1
"uniform",28,"Huber","bootstrap-percentile",1,1,0.196353119219518,0.00242893473737446,1
"uniform",28,"L1","bootstrap-normal",1,1,0.281272639046041,0.00622818890104886,1
"uniform",28,"L1","bootstrap-percentile",1,1,0.263876344452829,0.00622818890104886,1
"uniform",29,"LSE","classical-normal",1,1,0.178864504561732,0.00125236998866243,NA
"uniform",29,"LSE","bootstrap-normal",1,1,0.172077650253035,0.00125236998866243,1
"uniform",29,"LSE","bootstrap-percentile",0.833333333333333,0,0.154905630534196,0.00125236998866243,1
"uniform",29,"PMM","bootstrap-normal",1,1,0.10222023311665,0.000291246973084242,1
"uniform",29,"PMM","bootstrap-percentile",1,1,0.099732577613148,0.000291246973084242,1
"uniform",29,"Huber","bootstrap-normal",1,1,0.204601884863092,0.00128721483269134,1
"uniform",29,"Huber","bootstrap-percentile",1,1,0.191512999587154,0.00128721483269134,1
"uniform",29,"L1","bootstrap-normal",0.833333333333333,0,0.324382695526539,0.00804483314165005,1
"uniform",29,"L1","bootstrap-percentile",0.833333333333333,0,0.314318625822347,0.00804483314165005,1
"uniform",30,"LSE","classical-normal",1,1,0.172929250887031,0.0012085511093173,NA
"uniform",30,"LSE","bootstrap-normal",1,1,0.170653742873412,0.0012085511093173,1
"uniform",30,"LSE","bootstrap-percentile",1,1,0.165376007844888,0.0012085511093173,1
"uniform",30,"PMM","bootstrap-normal",1,1,0.117684023459272,0.000323103435526414,1
"uniform",30,"PMM","bootstrap-percentile",1,1,0.110640665800035,0.000323103435526414,1
"uniform",30,"Huber","bootstrap-normal",1,1,0.193074219660682,0.00132925083240607,1
"uniform",30,"Huber","bootstrap-percentile",1,1,0.177825278343289,0.00132925083240607,1
"uniform",30,"L1","bootstrap-normal",1,1,0.359875701709382,0.00438966262330265,1
"uniform",30,"L1","bootstrap-percentile",1,1,0.338479667772462,0.00438966262330265,1
"uniform",31,"LSE","classical-normal",1,1,0.168337489895859,0.00238936713611147,NA
"uniform",31,"LSE","bootstrap-normal",0.833333333333333,0,0.167058753610876,0.00238936713611147,1
"uniform",31,"LSE","bootstrap-percentile",1,1,0.155182272823945,0.00238936713611147,1
"uniform",31,"PMM","bootstrap-normal",1,1,0.114794356337649,0.00054530592829211,1
"uniform",31,"PMM","bootstrap-percentile",1,1,0.108830370409316,0.00054530592829211,1
"uniform",31,"Huber","bootstrap-normal",0.666666666666667,0,0.171544109441471,0.00245840380681927,1
"uniform",31,"Huber","bootstrap-percentile",0.666666666666667,0,0.171671158245715,0.00245840380681927,1
"uniform",31,"L1","bootstrap-normal",0.833333333333333,0,0.284978416870394,0.00507989578104861,1
"uniform",31,"L1","bootstrap-percentile",1,1,0.2713624830136,0.00507989578104861,1
"uniform",32,"LSE","classical-normal",1,1,0.171074446478648,0.00153266827325114,NA
"uniform",32,"LSE","bootstrap-normal",1,1,0.16120048283975,0.00153266827325114,1
"uniform",32,"LSE","bootstrap-percentile",0.833333333333333,0,0.1482192877118,0.00153266827325114,1
"uniform",32,"PMM","bootstrap-normal",1,1,0.142381483835385,0.000321954449474625,1
"uniform",32,"PMM","bootstrap-percentile",1,1,0.135801392484525,0.000321954449474625,1
"uniform",32,"Huber","bootstrap-normal",1,1,0.179825428677246,0.00165951331509408,1
"uniform",32,"Huber","bootstrap-percentile",1,1,0.172291643857857,0.00165951331509408,1
"uniform",32,"L1","bootstrap-normal",1,1,0.279381268628241,0.00411336232053209,1
"uniform",32,"L1","bootstrap-percentile",1,1,0.252359723772858,0.00411336232053209,1
"uniform",33,"LSE","classical-normal",1,1,0.178693869408151,0.000766931910707094,NA
"uniform",33,"LSE","bootstrap-normal",1,1,0.173693083432421,0.000766931910707094,1
"uniform",33,"LSE","bootstrap-percentile",1,1,0.162924631439648,0.000766931910707094,1
"uniform",33,"PMM","bootstrap-normal",1,1,0.094946246306973,6.74390408098357e-05,1
"uniform",33,"PMM","bootstrap-percentile",1,1,0.0890673658323904,6.74390408098357e-05,1
"uniform",33,"Huber","bootstrap-normal",1,1,0.184647901053602,0.000778094286053793,1
"uniform",33,"Huber","bootstrap-percentile",1,1,0.173630924964725,0.000778094286053793,1
"uniform",33,"L1","bootstrap-normal",1,1,0.328279309842157,0.000985263120249752,1
"uniform",33,"L1","bootstrap-percentile",1,1,0.298948814262029,0.000985263120249752,1
"uniform",34,"LSE","classical-normal",1,1,0.172186246343684,0.000517515915119801,NA
"uniform",34,"LSE","bootstrap-normal",1,1,0.183715096133645,0.000517515915119801,1
"uniform",34,"LSE","bootstrap-percentile",1,1,0.172415398075132,0.000517515915119801,1
"uniform",34,"PMM","bootstrap-normal",1,1,0.0994609824463834,0.000284021729985634,1
"uniform",34,"PMM","bootstrap-percentile",1,1,0.0956928443087002,0.000284021729985634,1
"uniform",34,"Huber","bootstrap-normal",1,1,0.181096077549171,0.000536144781665401,1
"uniform",34,"Huber","bootstrap-percentile",1,1,0.170845933409939,0.000536144781665401,1
"uniform",34,"L1","bootstrap-normal",1,1,0.35320173671772,0.000328899154764583,1
"uniform",34,"L1","bootstrap-percentile",1,1,0.310672142245759,0.000328899154764583,1
"uniform",35,"LSE","classical-normal",1,1,0.172203702947177,0.00160815891129436,NA
"uniform",35,"LSE","bootstrap-normal",1,1,0.169136635427778,0.00160815891129436,1
"uniform",35,"LSE","bootstrap-percentile",1,1,0.151871753010252,0.00160815891129436,1
"uniform",35,"PMM","bootstrap-normal",1,1,0.0992831587106334,0.000456922162541947,1
"uniform",35,"PMM","bootstrap-percentile",1,1,0.0936056313291839,0.000456922162541947,1
"uniform",35,"Huber","bootstrap-normal",1,1,0.164224079049269,0.00166815134820635,1
"uniform",35,"Huber","bootstrap-percentile",1,1,0.159140279524666,0.00166815134820635,1
"uniform",35,"L1","bootstrap-normal",1,1,0.294892051141632,0.00681404063854542,1
"uniform",35,"L1","bootstrap-percentile",1,1,0.294007474018988,0.00681404063854542,1
"uniform",36,"LSE","classical-normal",1,1,0.171575151352175,0.000467372123025162,NA
"uniform",36,"LSE","bootstrap-normal",1,1,0.180310769752264,0.000467372123025162,1
"uniform",36,"LSE","bootstrap-percentile",1,1,0.169930549532777,0.000467372123025162,1
"uniform",36,"PMM","bootstrap-normal",1,1,0.0971021070556398,0.000362603779667279,1
"uniform",36,"PMM","bootstrap-percentile",1,1,0.0943156850816219,0.000362603779667279,1
"uniform",36,"Huber","bootstrap-normal",1,1,0.180727549161099,0.000513065921278985,1
"uniform",36,"Huber","bootstrap-percentile",1,1,0.171937579677271,0.000513065921278985,1
"uniform",36,"L1","bootstrap-normal",1,1,0.287490894348483,0.0031147354228145,1
"uniform",36,"L1","bootstrap-percentile",1,1,0.270688950007532,0.0031147354228145,1
"uniform",37,"LSE","classical-normal",1,1,0.172756955294577,0.0010402493636138,NA
"uniform",37,"LSE","bootstrap-normal",1,1,0.176534319010094,0.0010402493636138,1
"uniform",37,"LSE","bootstrap-percentile",1,1,0.165235225279877,0.0010402493636138,1
"uniform",37,"PMM","bootstrap-normal",1,1,0.105133019282383,0.000320978375557555,1
"uniform",37,"PMM","bootstrap-percentile",1,1,0.104423776053803,0.000320978375557555,1
"uniform",37,"Huber","bootstrap-normal",1,1,0.180189361729549,0.00108093461755942,1
"uniform",37,"Huber","bootstrap-percentile",1,1,0.17919673045811,0.00108093461755942,1
"uniform",37,"L1","bootstrap-normal",1,1,0.286124899873222,0.00302587481437414,1
"uniform",37,"L1","bootstrap-percentile",1,1,0.268830818922203,0.00302587481437414,1
"uniform",38,"LSE","classical-normal",1,1,0.169879458962601,0.00122846637878054,NA
"uniform",38,"LSE","bootstrap-normal",1,1,0.156558849874787,0.00122846637878054,1
"uniform",38,"LSE","bootstrap-percentile",1,1,0.152146876093822,0.00122846637878054,1
"uniform",38,"PMM","bootstrap-normal",0.833333333333333,0,0.106787428085329,0.0021078996739182,1
"uniform",38,"PMM","bootstrap-percentile",0.833333333333333,0,0.104112345444382,0.0021078996739182,1
"uniform",38,"Huber","bootstrap-normal",1,1,0.166279668340743,0.00126996448931275,1
"uniform",38,"Huber","bootstrap-percentile",1,1,0.15748532815585,0.00126996448931275,1
"uniform",38,"L1","bootstrap-normal",1,1,0.283170116494874,0.00220407378501728,1
"uniform",38,"L1","bootstrap-percentile",1,1,0.260606720090386,0.00220407378501728,1
"uniform",39,"LSE","classical-normal",1,1,0.175124391471475,0.00163425024452216,NA
"uniform",39,"LSE","bootstrap-normal",1,1,0.18118759676416,0.00163425024452216,1
"uniform",39,"LSE","bootstrap-percentile",1,1,0.166946694802271,0.00163425024452216,1
"uniform",39,"PMM","bootstrap-normal",1,1,0.0981430992117355,0.000249776842745731,1
"uniform",39,"PMM","bootstrap-percentile",1,1,0.0960232921570091,0.000249776842745731,1
"uniform",39,"Huber","bootstrap-normal",1,1,0.181634525801457,0.00170163160160097,1
"uniform",39,"Huber","bootstrap-percentile",1,1,0.178748291491656,0.00170163160160097,1
"uniform",39,"L1","bootstrap-normal",1,1,0.349791005116115,0.00642494099405855,1
"uniform",39,"L1","bootstrap-percentile",1,1,0.319319749487429,0.00642494099405855,1
"uniform",40,"LSE","classical-normal",0.833333333333333,0,0.164596656211758,0.00456672543073258,NA
"uniform",40,"LSE","bootstrap-normal",0.833333333333333,0,0.164226855170824,0.00456672543073258,1
"uniform",40,"LSE","bootstrap-percentile",0.5,0,0.150787226966381,0.00456672543073258,1
"uniform",40,"PMM","bootstrap-normal",0.666666666666667,0,0.0990640819248823,0.00316794582830769,1
"uniform",40,"PMM","bootstrap-percentile",0.666666666666667,0,0.0944100402767703,0.00316794582830769,1
"uniform",40,"Huber","bootstrap-normal",0.666666666666667,0,0.162715923926667,0.00462186268810438,1
"uniform",40,"Huber","bootstrap-percentile",0.833333333333333,0,0.154641387441926,0.00462186268810438,1
"uniform",40,"L1","bootstrap-normal",1,1,0.245501542567301,0.00382656141282457,1
"uniform",40,"L1","bootstrap-percentile",1,1,0.242892036232107,0.00382656141282457,1
"uniform",41,"LSE","classical-normal",1,1,0.18167821385335,0.00150637440614755,NA
"uniform",41,"LSE","bootstrap-normal",1,1,0.175261717462493,0.00150637440614755,1
"uniform",41,"LSE","bootstrap-percentile",1,1,0.160067474639118,0.00150637440614755,1
"uniform",41,"PMM","bootstrap-normal",1,1,0.119071446628128,0.000296600628729787,1
"uniform",41,"PMM","bootstrap-percentile",1,1,0.108621334729894,0.000296600628729787,1
"uniform",41,"Huber","bootstrap-normal",1,1,0.178079444964673,0.00154940477510868,1
"uniform",41,"Huber","bootstrap-percentile",1,1,0.165645080938854,0.00154940477510868,1
"uniform",41,"L1","bootstrap-normal",1,1,0.297596547131197,0.00666985925773327,1
"uniform",41,"L1","bootstrap-percentile",1,1,0.283356256947186,0.00666985925773327,1
"uniform",42,"LSE","classical-normal",1,1,0.173270325310855,0.00109808053073289,NA
"uniform",42,"LSE","bootstrap-normal",1,1,0.177908814123792,0.00109808053073289,1
"uniform",42,"LSE","bootstrap-percentile",1,1,0.16642905978826,0.00109808053073289,1
"uniform",42,"PMM","bootstrap-normal",0.833333333333333,0,0.105324463508079,0.000603628807413011,1
"uniform",42,"PMM","bootstrap-percentile",0.833333333333333,0,0.100673744048825,0.000603628807413011,1
"uniform",42,"Huber","bootstrap-normal",1,1,0.183454527735819,0.0011127545133698,1
"uniform",42,"Huber","bootstrap-percentile",1,1,0.179125167829132,0.0011127545133698,1
"uniform",42,"L1","bootstrap-normal",1,1,0.319815977786341,0.00179300723858203,1
"uniform",42,"L1","bootstrap-percentile",1,1,0.302038448736142,0.00179300723858203,1
"uniform",43,"LSE","classical-normal",1,1,0.170057513480307,0.00158508699052556,NA
"uniform",43,"LSE","bootstrap-normal",1,1,0.158399887822741,0.00158508699052556,1
"uniform",43,"LSE","bootstrap-percentile",1,1,0.154098899464704,0.00158508699052556,1
"uniform",43,"PMM","bootstrap-normal",1,1,0.120011872064365,0.000113684321420344,1
"uniform",43,"PMM","bootstrap-percentile",1,1,0.119592411415929,0.000113684321420344,1
"uniform",43,"Huber","bootstrap-normal",1,1,0.173134784840185,0.00186289135018295,1
"uniform",43,"Huber","bootstrap-percentile",1,1,0.164955955277571,0.00186289135018295,1
"uniform",43,"L1","bootstrap-normal",1,1,0.26160205844678,0.00541464354501742,1
"uniform",43,"L1","bootstrap-percentile",1,1,0.251553304578672,0.00541464354501742,1
"uniform",44,"LSE","classical-normal",1,1,0.180407658084146,0.000886507850204318,NA
"uniform",44,"LSE","bootstrap-normal",1,1,0.191225799715672,0.000886507850204318,1
"uniform",44,"LSE","bootstrap-percentile",1,1,0.181270383677154,0.000886507850204318,1
"uniform",44,"PMM","bootstrap-normal",1,1,0.116088789542998,0.000703706181090506,1
"uniform",44,"PMM","bootstrap-percentile",1,1,0.112502048236158,0.000703706181090506,1
"uniform",44,"Huber","bootstrap-normal",1,1,0.183947333250283,0.000915370867055521,1
"uniform",44,"Huber","bootstrap-percentile",1,1,0.170358025629839,0.000915370867055521,1
"uniform",44,"L1","bootstrap-normal",1,1,0.302942030763688,0.00156531453771734,1
"uniform",44,"L1","bootstrap-percentile",1,1,0.28418597259776,0.00156531453771734,1
"uniform",45,"LSE","classical-normal",1,1,0.178993609627664,0.00248031023863361,NA
"uniform",45,"LSE","bootstrap-normal",0.833333333333333,0,0.171356927792835,0.00248031023863361,1
"uniform",45,"LSE","bootstrap-percentile",0.833333333333333,0,0.161565803191397,0.00248031023863361,1
"uniform",45,"PMM","bootstrap-normal",1,1,0.106718479658094,0.000385513027795985,1
"uniform",45,"PMM","bootstrap-percentile",1,1,0.0974747315526356,0.000385513027795985,1
"uniform",45,"Huber","bootstrap-normal",0.833333333333333,0,0.173978777516202,0.00261456501240302,1
"uniform",45,"Huber","bootstrap-percentile",0.833333333333333,0,0.172451479155837,0.00261456501240302,1
"uniform",45,"L1","bootstrap-normal",1,1,0.283457187158904,0.006828281208496,1
"uniform",45,"L1","bootstrap-percentile",1,1,0.263086074081166,0.006828281208496,1
"uniform",46,"LSE","classical-normal",0.666666666666667,0,0.171409634425667,0.00549193576680997,NA
"uniform",46,"LSE","bootstrap-normal",0.666666666666667,0,0.159599566236404,0.00549193576680997,1
"uniform",46,"LSE","bootstrap-percentile",0.5,0,0.150061921929232,0.00549193576680997,1
"uniform",46,"PMM","bootstrap-normal",1,1,0.123184369722495,0.000816227379910053,1
"uniform",46,"PMM","bootstrap-percentile",1,1,0.123436219978029,0.000816227379910053,1
"uniform",46,"Huber","bootstrap-normal",0.666666666666667,0,0.179993873626338,0.00595471910764993,1
"uniform",46,"Huber","bootstrap-percentile",0.666666666666667,0,0.168133051298491,0.00595471910764993,1
"uniform",46,"L1","bootstrap-normal",0.666666666666667,0,0.206221980755884,0.0119068998221373,1
"uniform",46,"L1","bootstrap-percentile",0.666666666666667,0,0.195264654641198,0.0119068998221373,1
"uniform",47,"LSE","classical-normal",0.833333333333333,0,0.172809968168806,0.00116433617535215,NA
"uniform",47,"LSE","bootstrap-normal",1,1,0.199982057266871,0.00116433617535215,1
"uniform",47,"LSE","bootstrap-percentile",0.833333333333333,0,0.186810688592233,0.00116433617535215,1
"uniform",47,"PMM","bootstrap-normal",1,1,0.0926712865899494,0.000600707615720111,1
"uniform",47,"PMM","bootstrap-percentile",0.833333333333333,0,0.0862864121540445,0.000600707615720111,1
"uniform",47,"Huber","bootstrap-normal",1,1,0.195629616468682,0.00136401508589142,1
"uniform",47,"Huber","bootstrap-percentile",0.833333333333333,0,0.175513103577252,0.00136401508589142,1
"uniform",47,"L1","bootstrap-normal",0.833333333333333,0,0.293051951425524,0.00329564381313728,1
"uniform",47,"L1","bootstrap-percentile",0.833333333333333,0,0.278599721693113,0.00329564381313728,1
"uniform",48,"LSE","classical-normal",0.833333333333333,0,0.178249660509254,0.00395966481347211,NA
"uniform",48,"LSE","bootstrap-normal",0.833333333333333,0,0.166871497060927,0.00395966481347211,1
"uniform",48,"LSE","bootstrap-percentile",0.833333333333333,0,0.152611523434068,0.00395966481347211,1
"uniform",48,"PMM","bootstrap-normal",1,1,0.0906676585169558,0.00043345837860816,1
"uniform",48,"PMM","bootstrap-percentile",1,1,0.0872895163871393,0.00043345837860816,1
"uniform",48,"Huber","bootstrap-normal",0.833333333333333,0,0.178558284245364,0.00402402586868205,1
"uniform",48,"Huber","bootstrap-percentile",0.833333333333333,0,0.172154965104995,0.00402402586868205,1
"uniform",48,"L1","bootstrap-normal",0.833333333333333,0,0.334033317803274,0.0102838608598833,1
"uniform",48,"L1","bootstrap-percentile",0.833333333333333,0,0.320908888097451,0.0102838608598833,1
"uniform",49,"LSE","classical-normal",1,1,0.167048617451257,0.000890228161985744,NA
"uniform",49,"LSE","bootstrap-normal",1,1,0.155330311422136,0.000890228161985744,1
"uniform",49,"LSE","bootstrap-percentile",1,1,0.149129529640743,0.000890228161985744,1
"uniform",49,"PMM","bootstrap-normal",1,1,0.123195585590052,0.000628930213223725,1
"uniform",49,"PMM","bootstrap-percentile",1,1,0.114473549662623,0.000628930213223725,1
"uniform",49,"Huber","bootstrap-normal",1,1,0.171920180430211,0.000929301411211568,1
"uniform",49,"Huber","bootstrap-percentile",1,1,0.163051495449137,0.000929301411211568,1
"uniform",49,"L1","bootstrap-normal",1,1,0.288892863450953,0.00129227135240658,1
"uniform",49,"L1","bootstrap-percentile",1,1,0.279995029913792,0.00129227135240658,1
"uniform",50,"LSE","classical-normal",1,1,0.176915438168668,0.000913440803980954,NA
"uniform",50,"LSE","bootstrap-normal",1,1,0.177563938379053,0.000913440803980954,1
"uniform",50,"LSE","bootstrap-percentile",1,1,0.176045018905469,0.000913440803980954,1
"uniform",50,"PMM","bootstrap-normal",1,1,0.103418614152622,9.3503558408615e-05,1
"uniform",50,"PMM","bootstrap-percentile",1,1,0.100224265893592,9.3503558408615e-05,1
"uniform",50,"Huber","bootstrap-normal",1,1,0.179705653087312,0.000966513340880946,1
"uniform",50,"Huber","bootstrap-percentile",1,1,0.1760988833569,0.000966513340880946,1
"uniform",50,"L1","bootstrap-normal",0.833333333333333,0,0.309646669044898,0.00492671213843072,1
"uniform",50,"L1","bootstrap-percentile",0.833333333333333,0,0.308317539350256,0.00492671213843072,1
"uniform",51,"LSE","classical-normal",0.833333333333333,0,0.167741593112729,0.00357864934667976,NA
"uniform",51,"LSE","bootstrap-normal",0.833333333333333,0,0.176885399826248,0.00357864934667976,1
"uniform",51,"LSE","bootstrap-percentile",0.833333333333333,0,0.167168752860964,0.00357864934667976,1
"uniform",51,"PMM","bootstrap-normal",1,1,0.111854730119706,0.00063706960795759,1
"uniform",51,"PMM","bootstrap-percentile",1,1,0.108506320875921,0.00063706960795759,1
"uniform",51,"Huber","bootstrap-normal",0.833333333333333,0,0.180052987383161,0.00399392220594245,1
"uniform",51,"Huber","bootstrap-percentile",0.833333333333333,0,0.169870160625989,0.00399392220594245,1
"uniform",51,"L1","bootstrap-normal",0.666666666666667,0,0.259331590400597,0.0114026131315431,1
"uniform",51,"L1","bootstrap-percentile",0.666666666666667,0,0.24812893744908,0.0114026131315431,1
"uniform",52,"LSE","classical-normal",0.833333333333333,0,0.172745714492595,0.00514937020192572,NA
"uniform",52,"LSE","bootstrap-normal",0.833333333333333,0,0.163458019950794,0.00514937020192572,1
"uniform",52,"LSE","bootstrap-percentile",0.833333333333333,0,0.156315380026912,0.00514937020192572,1
"uniform",52,"PMM","bootstrap-normal",0.833333333333333,0,0.107742989517224,0.00126021028664416,1
"uniform",52,"PMM","bootstrap-percentile",0.833333333333333,0,0.105358163164397,0.00126021028664416,1
"uniform",52,"Huber","bootstrap-normal",0.833333333333333,0,0.183198983711796,0.00541050820148576,1
"uniform",52,"Huber","bootstrap-percentile",0.666666666666667,0,0.180563410726407,0.00541050820148576,1
"uniform",52,"L1","bootstrap-normal",0.833333333333333,0,0.264678648901857,0.0121012250523293,1
"uniform",52,"L1","bootstrap-percentile",0.833333333333333,0,0.250735368652745,0.0121012250523293,1
"uniform",53,"LSE","classical-normal",1,1,0.171864143212024,0.00150941440213984,NA
"uniform",53,"LSE","bootstrap-normal",1,1,0.173971261238679,0.00150941440213984,1
"uniform",53,"LSE","bootstrap-percentile",1,1,0.1720341974902,0.00150941440213984,1
"uniform",53,"PMM","bootstrap-normal",1,1,0.108709013714434,0.000468675420259577,1
"uniform",53,"PMM","bootstrap-percentile",1,1,0.100069184814447,0.000468675420259577,1
"uniform",53,"Huber","bootstrap-normal",1,1,0.169510918601666,0.00157417659132876,1
"uniform",53,"Huber","bootstrap-percentile",1,1,0.160305140157176,0.00157417659132876,1
"uniform",53,"L1","bootstrap-normal",1,1,0.28908249185753,0.00663384737430622,1
"uniform",53,"L1","bootstrap-percentile",1,1,0.258990711957789,0.00663384737430622,1
"uniform",54,"LSE","classical-normal",1,1,0.173615185344127,0.000817745801703862,NA
"uniform",54,"LSE","bootstrap-normal",1,1,0.171943299491896,0.000817745801703862,1
"uniform",54,"LSE","bootstrap-percentile",1,1,0.15942546788367,0.000817745801703862,1
"uniform",54,"PMM","bootstrap-normal",1,1,0.133140804137446,0.000487935088686308,1
"uniform",54,"PMM","bootstrap-percentile",1,1,0.133761679723246,0.000487935088686308,1
