"rep","tail_weight","estimator","ok","nrmse","mae","bias","reserve_error","abs_reserve_error","under_rate","tail_mae","tail_bias","tail_reserve_error","abs_tail_reserve_error","tail_under_rate","pmm2_share","layers","nrmse_winner","reserve_winner","tail_reserve_winner"
5,1,"PMM-auto",TRUE,1.24728874045,4874.36605491326,1272.57753032797,0.515902637151429,0.515902637151429,0.466,14103.3669693306,-12147.3413469945,-0.799753039290161,0.799753039290161,0.83,0,3,FALSE,TRUE,TRUE
5,1,"PMM-relaxed",TRUE,1.24728874045,4874.36605491326,1272.57753032797,0.515902637151429,0.515902637151429,0.466,14103.3669693306,-12147.3413469945,-0.799753039290161,0.799753039290161,0.83,0,3,FALSE,TRUE,TRUE
5,1,"LSE",TRUE,1.24728874045,4874.36605491326,1272.57753032797,0.515902637151429,0.515902637151429,0.466,14103.3669693306,-12147.3413469945,-0.799753039290161,0.799753039290161,0.83,0,3,FALSE,TRUE,TRUE
5,1,"Huber",TRUE,1.00354436506048,1832.87009022289,-1289.21760060611,-0.522648517802544,0.522648517802544,0.533,13967.8139040498,-13967.8139040498,-0.919608768939968,0.919608768939968,1,0,3,TRUE,FALSE,FALSE
5,1,"L1",TRUE,1.00379074239864,1822.44615445733,-1293.0620131829,-0.524207041774087,0.524207041774087,0.5,14016.387586515,-14016.387586515,-0.922806748569537,0.922806748569537,1,0,3,FALSE,FALSE,FALSE
5,2,"PMM-auto",TRUE,1.24728874045,4874.36605491326,1272.57753032797,0.515902637151429,0.515902637151429,0.466,14103.3669693306,-12147.3413469945,-0.799753039290161,0.799753039290161,0.83,0,3,FALSE,TRUE,TRUE
5,2,"PMM-relaxed",TRUE,1.24728874045,4874.36605491326,1272.57753032797,0.515902637151429,0.515902637151429,0.466,14103.3669693306,-12147.3413469945,-0.799753039290161,0.799753039290161,0.83,0,3,FALSE,TRUE,TRUE
5,2,"LSE",TRUE,1.24728874045,4874.36605491326,1272.57753032797,0.515902637151429,0.515902637151429,0.466,14103.3669693306,-12147.3413469945,-0.799753039290161,0.799753039290161,0.83,0,3,FALSE,TRUE,TRUE
5,2,"Huber",TRUE,1.00354436506048,1832.87009022289,-1289.21760060611,-0.522648517802544,0.522648517802544,0.533,13967.8139040498,-13967.8139040498,-0.919608768939968,0.919608768939968,1,0,3,TRUE,FALSE,FALSE
5,2,"L1",TRUE,1.00377816726533,1822.73211595309,-1292.39399668596,-0.523936228040369,0.523936228040369,0.497,14016.5598710241,-14016.5598710241,-0.922818091385702,0.922818091385702,1,0,3,FALSE,FALSE,FALSE
5,4,"PMM-auto",TRUE,1.24728874045,4874.36605491326,1272.57753032797,0.515902637151429,0.515902637151429,0.466,14103.3669693306,-12147.3413469945,-0.799753039290161,0.799753039290161,0.83,0,3,FALSE,TRUE,TRUE
