"target","feature_set","n_features","n_train","n_val","dispatch","gamma3","gamma4","g2","g3","val_nrmse","val_mae","val_bias","val_under_rate","val_reserve_error"
"y1","static",5,6048,2016,"PMM2",7.09496499092226,83.5928932883299,0.411884254772868,0.584363275978361,1.01491355982224,0.0288032255030595,0.00510666536396582,0.308035714285714,0.0640955640750216
"y1","dynamic",14,6047,2016,"PMM2",7.59623885144029,172.269845355865,0.668887956087299,0.6475285014035,0.226600017382169,0.00534800955031618,0.000927451398915916,0.392361111111111,0.0116499765410347
