"regime","seed","n","p","max_h","mean_h","frac_hi_lev","g3_iid","g3_stud","g4_iid","g4_stud","se_g3_iid","se_g3_stud","method_iid","method_stud","agree"
"uniform_platy",91027,400,6,0.465327449148228,0.0149999999999984,0.045,0.10435289883225,0.108767987735528,-1.1594023698293,-1.15936883896262,0.068011292447754,0.070068687412978,"PMM3","PMM3",TRUE
"uniform_platy",91028,400,6,0.5993379383431,0.0149999999999985,0.0425,0.0150032792766929,0.0207565432736325,-1.19704283686492,-1.18994167197817,0.0785091239217988,0.0765394009868935,"PMM3","PMM3",TRUE
"uniform_platy",91029,400,6,0.538727085737218,0.0149999999999984,0.0525,0.0670150877722316,0.0657001445859684,-1.07458447242365,-1.08331398043723,0.0715106438471789,0.0714678939720218,"PMM3","PMM3",TRUE
"uniform_platy",91030,400,6,0.439463623758502,0.0149999999999985,0.04,-0.0429348179705687,-0.0414207583816872,-1.18348179383098,-1.18362786171281,0.0679243525277166,0.0710887085496211,"PMM3","PMM3",TRUE
"bimodal_platy",91001,400,6,0.417563131904934,0.0149999999999983,0.05,-0.00080815164629306,-0.0020048566495739,-1.59625137926411,-1.58847809959018,0.0934858421814559,0.095757426802543,"PMM3","PMM3",TRUE
"bimodal_platy",91002,400,6,0.577280432762744,0.0149999999999984,0.045,-0.0185235722508503,-0.0127172692962984,-1.60915822564488,-1.6068045531426,0.0839012636370994,0.0831601506172411,"PMM3","PMM3",TRUE
"bimodal_platy",91003,400,6,0.41261501026491,0.0149999999999983,0.0525,-0.0246322553257963,-0.0270417463590104,-1.57329079678508,-1.56342264948038,0.0955873129796585,0.093703898794662,"PMM3","PMM3",TRUE
"bimodal_platy",91004,400,6,0.373263917677189,0.0149999999999985,0.045,0.0196749061578439,0.0204308509499967,-1.56730160368534,-1.5692402765425,0.0748107618459545,0.0744944541405579,"PMM3","PMM3",TRUE
"bimodal_platy",91005,400,6,0.441583764103684,0.0149999999999985,0.04,-0.0542858528951692,-0.051916558798308,-1.60192070569407,-1.60276904317958,0.0880498369159239,0.0878038860754455,"PMM3","PMM3",TRUE
"bimodal_platy",91006,400,6,0.499977119048543,0.0149999999999985,0.0425,0.00138687832642319,-0.00223295533778482,-1.55838803873558,-1.54913014944689,0.0807283918596152,0.0803191771515642,"PMM3","PMM3",TRUE
"bimodal_platy",91007,400,6,0.488370655214858,0.0149999999999985,0.045,0.0817096836533408,0.0824787169207766,-1.61640617780974,-1.62096746770046,0.0750516180627936,0.0765118447010878,"PMM3","PMM3",TRUE
"bimodal_platy",91008,400,6,0.386574985044308,0.0149999999999985,0.045,0.0658995051947162,0.0670497031620087,-1.57579294572399,-1.56549544170503,0.0854668694773763,0.0803365063401155,"PMM3","PMM3",TRUE
"bimodal_platy",91009,400,6,0.398271465934179,0.0149999999999984,0.0525,-0.11590368288921,-0.13533741476031,-1.55362347793255,-1.51328206821608,0.0786780599593084,0.0811314336997835,"PMM3","PMM3",TRUE
"bimodal_platy",91010,400,6,0.437530026835303,0.0149999999999985,0.0425,-0.00169951876719784,0.000473344519496328,-1.55175247119642,-1.54198296474441,0.0944575631511908,0.0937814495877328,"PMM3","PMM3",TRUE
"bimodal_platy",91011,400,6,0.773237220661906,0.0149999999999985,0.0425,0.0880611169188522,0.0893367157240315,-1.50161128167873,-1.50306649727318,0.0808901219070577,0.0806589752694158,"PMM3","PMM3",TRUE
"bimodal_platy",91012,400,6,0.551335733467199,0.0149999999999984,0.0525,0.234348345222564,0.236069247361146,-1.48483192444977,-1.48712180595952,0.0824977319305822,0.0837908023417175,"PMM3","PMM3",TRUE
"bimodal_platy",91013,400,6,0.49502406579929,0.0149999999999984,0.045,0.00788312040681058,0.0208807021019843,-1.51413422390189,-1.48510149861904,0.0807205101493871,0.0828653620965629,"PMM3","PMM3",TRUE
"bimodal_platy",91014,400,6,0.595789076337902,0.0149999999999986,0.04,-0.0494864436469775,-0.0469104069004819,-1.51014079621363,-1.51367689206582,0.0934314128331336,0.091949271117627,"PMM3","PMM3",TRUE
"bimodal_platy",91015,400,6,0.561713914460956,0.0149999999999985,0.04,-0.0803403931515903,-0.0829436229456611,-1.59860155134956,-1.60195539464879,0.078831545382839,0.0794562551703538,"PMM3","PMM3",TRUE
"bimodal_platy",91016,400,6,0.427780152164346,0.0149999999999984,0.05,-0.0311033077606366,-0.030326339511216,-1.54705645498494,-1.55152509143919,0.0961639946067173,0.0971782524095916,"PMM3","PMM3",TRUE
"bimodal_platy",91017,400,6,0.642368947233841,0.0149999999999985,0.045,0.133944230164561,0.122372585519927,-1.52500921197934,-1.51849871785863,0.098823480383683,0.0993951377850818,"PMM3","PMM3",TRUE
"bimodal_platy",91018,400,6,0.648082979975893,0.0149999999999982,0.055,-0.0422168146222312,-0.0410320143881714,-1.53784224015532,-1.53885569390286,0.0818004162721751,0.0819679732340122,"PMM3","PMM3",TRUE
"bimodal_platy",91019,400,6,0.412531787472288,0.0149999999999985,0.0475,0.0268429451830697,0.0221010558984814,-1.55859613700894,-1.54829011961871,0.0823257742501738,0.088417663281723,"PMM3","PMM3",TRUE
"bimodal_platy",91020,400,6,0.630542334475689,0.0149999999999984,0.0525,0.0903933733575236,0.0871332537123031,-1.48252392984313,-1.48564126542638,0.0866903721104299,0.0873981623012247,"PMM3","PMM3",TRUE
"bimodal_platy",91021,400,6,0.53165344198735,0.0149999999999984,0.04,0.0160284433024705,0.0134240207937284,-1.54890284437222,-1.55297605151629,0.0881851614729528,0.085929103967066,"PMM3","PMM3",TRUE
"bimodal_platy",91022,400,6,0.401954762891566,0.0149999999999985,0.0425,0.00723969238461544,-0.00231282391846115,-1.54480642897607,-1.53423487594439,0.0775426077099448,0.0805977617177252,"PMM3","PMM3",TRUE
"bimodal_platy",91023,400,6,0.365894376533952,0.0149999999999984,0.0475,-0.0275804620108766,-0.0165087273117681,-1.55289330687325,-1.53794404021329,0.0910934520029969,0.091981185119912,"PMM3","PMM3",TRUE
"bimodal_platy",91024,400,6,0.62963191835326,0.0149999999999982,0.0525,0.0569801377314998,0.0567368357952335,-1.58092881354054,-1.57909566016283,0.0933339277152417,0.0934949534987183,"PMM3","PMM3",TRUE
"bimodal_platy",91025,400,6,0.404278561661169,0.0149999999999984,0.06,0.138494012496809,0.13290459985915,-1.59263516265213,-1.58980203159144,0.0828881945067878,0.0809301592170572,"PMM3","PMM3",TRUE
"bimodal_platy",91026,400,6,0.391691571933182,0.0149999999999984,0.0475,0.083115261049841,0.0877604221001735,-1.55930437953968,-1.54834797704065,0.0840440890467622,0.0835088876485837,"PMM3","PMM3",TRUE
"bimodal_platy",91027,400,6,0.465327449148228,0.0149999999999984,0.045,0.0384183507362977,0.0409372932574985,-1.56014961271736,-1.55216457639691,0.0831587591156548,0.0878595017682904,"PMM3","PMM3",TRUE
"bimodal_platy",91028,400,6,0.5993379383431,0.0149999999999985,0.0425,-0.0242197791997477,-0.0263450075757233,-1.5954840966104,-1.59140817294292,0.0755626181243567,0.0759718229095324,"PMM3","PMM3",TRUE
"bimodal_platy",91029,400,6,0.538727085737218,0.0149999999999984,0.0525,0.0718424448034898,0.063852491043463,-1.58892750126763,-1.59216338535955,0.0817415689718687,0.0792417399920171,"PMM3","PMM3",TRUE
"bimodal_platy",91030,400,6,0.439463623758502,0.0149999999999985,0.04,0.0591469965513964,0.0601311840154805,-1.57286462303168,-1.57476123074681,0.0881483422865767,0.0887237443081473,"PMM3","PMM3",TRUE
"contam_decoy",91001,400,6,0.417563131904934,0.0149999999999983,0.05,0.687156618955794,0.662609473419265,10.5115073402694,10.3085627503677,0.715246584352249,0.70006044173201,"LSE","LSE",TRUE
"contam_decoy",91002,400,6,0.577280432762744,0.0149999999999984,0.045,0.00375078871397518,0.00277581213318422,12.108515846644,11.9676077221003,0.954182833753339,0.949005480858834,"LSE","LSE",TRUE
"contam_decoy",91003,400,6,0.41261501026491,0.0149999999999983,0.0525,-2.64509146764137,-2.62802568183971,16.2172179531228,15.9788472535872,0.679213549001953,0.682185125598419,"PMM2","PMM2",TRUE
"contam_decoy",91004,400,6,0.373263917677189,0.0149999999999985,0.045,-1.36326862404277,-1.35517758329259,15.166706460633,14.9753285650349,1.01340501110412,0.999497825333453,"LSE","LSE",TRUE
